func_calls,mean_distances,grad_c_distances,pc_c_distances
200,213.01277245792105,193.31895367093495,
400,212.3961647997724,193.35186869810101,
600,211.48637259296405,193.2835945419057,
800,209.923917808301,192.49411055135485,
1000,207.73973131893447,192.17853982185417,
1200,204.00055332166775,190.81104638464942,
1400,198.9444722497163,188.9969421800561,
1600,193.7762092513785,186.37053737469213,
1800,190.83257951109903,184.31234368058168,
2000,188.34668720941625,182.94134772833803,
2200,191.17436290245183,186.473396015896,186.75858207589997
2400,191.05803860263836,186.8092411511798,186.28004928266483
2600,193.13502330587832,189.3039500552454,186.3131236743135
2800,194.61161039332052,191.13869535486867,184.8558640649245
3000,196.59468326801206,192.98331189036745,185.3116605733845
3200,198.931635417436,195.22232837372547,185.55779736971016
3400,200.12492014134105,196.88982888757815,185.26039393106882
3600,201.64017950087361,198.39671876043911,184.5851874859588
3800,201.63516818480753,198.23737270827468,183.70256185430262
4000,201.21694460930337,198.37752617145088,183.02258443108997
4200,201.59986699147467,198.25322172674467,183.55248461115676
4400,202.59539228612894,199.2652456865123,183.31072789102942
4600,202.97292045090896,199.9285711126677,183.57804156777357
4800,204.77665784870428,201.56423054664694,183.92874639858607
5000,207.2378760132016,203.2610288635008,184.38973733422634
5200,206.54443668760882,202.77621225314928,186.20592182912824
5400,208.55234741488104,205.0706620590065,186.15080861564357
5600,209.83614280532635,206.03151330781648,187.06310435927833
5800,209.0979946872098,205.00819114736586,188.2069668165187
6000,209.45658131307678,205.50660619116806,188.59573982235233
6200,210.82127401696886,206.40068911064577,188.59045465368655
6400,211.11969373120712,206.6297534609369,189.66510155207965
6600,210.32531460134905,206.14724057393119,191.0093618421173
6800,211.10116797280517,206.27616980745915,191.8221010311386
7000,212.18279710570053,207.89258609708543,192.60359352411086
7200,212.6680717158532,208.0123195300429,193.46339052779138
7400,211.76211028152582,207.22367753662192,194.4007847485237
7600,212.11812785974155,207.24258241312458,194.43058159349155
7800,210.99312482961068,205.20815521290177,195.71219656722496
