func_calls,mean_distances,grad_c_distances,pc_c_distances
2.000000000000000000e+02,2.260974757629636827e+02,1.989732061229763644e+02,nan
4.000000000000000000e+02,2.256983026616755410e+02,1.994167113376829263e+02,nan
6.000000000000000000e+02,2.252281773228704367e+02,2.018302399966515850e+02,nan
8.000000000000000000e+02,2.234514260789177342e+02,1.996196228697808124e+02,nan
1.000000000000000000e+03,2.216990806795166975e+02,1.993488097461348900e+02,nan
1.200000000000000000e+03,2.175808325170929720e+02,1.965683621953107263e+02,nan
1.400000000000000000e+03,2.136848370961205319e+02,1.959876514585535574e+02,nan
1.600000000000000000e+03,2.061709536364773498e+02,1.910885849440882396e+02,nan
1.800000000000000000e+03,1.998623738439661679e+02,1.874641386109028076e+02,nan
2.000000000000000000e+03,1.889418380728821774e+02,1.771891055156984862e+02,nan
2.200000000000000000e+03,1.924231287206771981e+02,1.832297562479585054e+02,1.898573519151101152e+02
2.400000000000000000e+03,1.940326810909782864e+02,1.881175744015757800e+02,1.894034030310876346e+02
2.600000000000000000e+03,1.930467104865516035e+02,1.885396238994919429e+02,1.883197208454606084e+02
2.800000000000000000e+03,2.036407492031841855e+02,2.003779939716428657e+02,1.887516173603984839e+02
3.000000000000000000e+03,1.989584850875330915e+02,1.954061509564239998e+02,1.879771409160905478e+02
3.200000000000000000e+03,1.991468006714808610e+02,1.928955808240093859e+02,1.873088682625178762e+02
3.400000000000000000e+03,2.024939937489109809e+02,1.966519931371762482e+02,1.882667813850333687e+02
3.600000000000000000e+03,2.054256609974560206e+02,1.989583738267262731e+02,1.867941156084361864e+02
3.800000000000000000e+03,2.090119162550971055e+02,2.015697335973424060e+02,1.875880318985133215e+02
4.000000000000000000e+03,2.140081305007804531e+02,2.082884506691635522e+02,1.884167221191898705e+02
4.200000000000000000e+03,2.131075108610936581e+02,2.102511278735630640e+02,1.885232480788957901e+02
4.400000000000000000e+03,2.255108131341525279e+02,2.213292390021514677e+02,1.881552960888362236e+02
4.600000000000000000e+03,2.198173548715995480e+02,2.181088646149359818e+02,1.878105993248248069e+02
4.800000000000000000e+03,2.252103645134691021e+02,2.230794837442361143e+02,1.850182806372266384e+02
5.000000000000000000e+03,2.224253826942400281e+02,2.186124141362508624e+02,1.868557537358066725e+02
5.200000000000000000e+03,2.296743328239285518e+02,2.232369473788577352e+02,1.856222985200544997e+02
5.400000000000000000e+03,2.285183539363021907e+02,2.220581952680676068e+02,1.878106260519753619e+02
5.600000000000000000e+03,2.322769903269809788e+02,2.229949190976000750e+02,1.867396960890588105e+02
5.800000000000000000e+03,2.374347656151946921e+02,2.321828528486563243e+02,1.931499693821045014e+02
6.000000000000000000e+03,2.369941216164206992e+02,2.304023971021394175e+02,1.960930751338292453e+02
6.200000000000000000e+03,2.352382442371065565e+02,2.222213435560394430e+02,1.915792227386314153e+02
6.400000000000000000e+03,2.396601804599278864e+02,2.339353454284267002e+02,1.896458230934266567e+02
6.600000000000000000e+03,2.350705589469525307e+02,2.289617576925597007e+02,2.019745638221373270e+02
6.800000000000000000e+03,2.395327576517298951e+02,2.310131744487597416e+02,2.016547769136696786e+02
7.000000000000000000e+03,2.324414279126257554e+02,2.248102655961420737e+02,2.073123472864056964e+02
7.200000000000000000e+03,2.300592046909260944e+02,2.249362140305010200e+02,2.108261460400142084e+02
7.400000000000000000e+03,2.267032981795467208e+02,2.137686505217978947e+02,2.140838145734238935e+02
7.600000000000000000e+03,2.218090353955574301e+02,2.076569048770312520e+02,2.156136797665123481e+02
7.800000000000000000e+03,2.209515726676363840e+02,2.087174308763196962e+02,2.141033527853311398e+02
8.000000000000000000e+03,2.144008261371391484e+02,2.036278453253706289e+02,2.120284453997815319e+02
8.200000000000000000e+03,2.183845669855665221e+02,2.121069104147281905e+02,2.122372945863140785e+02
8.400000000000000000e+03,2.234625366631799182e+02,2.154250852031759962e+02,2.116791541172087818e+02
8.600000000000000000e+03,2.207359428830653485e+02,2.096354207349352805e+02,2.110825581046297543e+02
8.800000000000000000e+03,2.231222194209296958e+02,2.144122136589923286e+02,2.107731359257661552e+02
9.000000000000000000e+03,2.133925411665420597e+02,2.065340128897558145e+02,2.089636699972875533e+02
9.200000000000000000e+03,2.170479346025488496e+02,2.113776361831855013e+02,2.095495562189949794e+02
9.400000000000000000e+03,2.165204290321406972e+02,2.057916138135302901e+02,2.092286125457253263e+02
9.600000000000000000e+03,2.172515921728413275e+02,2.106705698683766173e+02,2.096480019481244597e+02
9.800000000000000000e+03,2.234258258317488526e+02,2.176985516352101513e+02,2.113128006293592875e+02
1.000000000000000000e+04,2.211396828552850025e+02,2.137048915481723554e+02,2.118944041232510642e+02
1.020000000000000000e+04,2.195023440741098852e+02,2.126871804831827149e+02,2.120663720796352436e+02
1.040000000000000000e+04,2.263039061301665811e+02,2.176803771722281340e+02,2.122183544374015582e+02
1.060000000000000000e+04,2.194516936849156252e+02,2.127240951991687723e+02,2.119999773303690631e+02
1.080000000000000000e+04,2.198954937925487343e+02,2.096287830089818272e+02,2.113689305057072829e+02
1.100000000000000000e+04,2.189023316708203026e+02,2.105472874602306490e+02,2.115692344685197384e+02
1.120000000000000000e+04,2.245778570863559764e+02,2.200044090298237620e+02,2.099689800150577526e+02
1.140000000000000000e+04,2.237177945141276894e+02,2.156953814423953588e+02,2.108787958389931134e+02
1.160000000000000000e+04,2.205809173043282385e+02,2.142910488306838204e+02,2.115059685098699731e+02
1.180000000000000000e+04,2.303154078181200930e+02,2.228311868181282875e+02,2.080726475524387524e+02
1.200000000000000000e+04,2.324772319141351886e+02,2.258098528516453314e+02,2.099239740594660475e+02
1.220000000000000000e+04,2.328573802165479663e+02,2.252525948561898588e+02,2.100920725252472607e+02
1.240000000000000000e+04,2.286489444668612521e+02,2.206077790530186462e+02,2.126000477676271601e+02
1.260000000000000000e+04,2.248906396344253551e+02,2.131693256127507254e+02,2.143691692382209339e+02
1.280000000000000000e+04,2.248813498874322931e+02,2.146704917890444335e+02,2.167731606831360125e+02
1.300000000000000000e+04,2.218343680055256755e+02,2.161320025210551705e+02,2.191465805449583684e+02
1.320000000000000000e+04,2.235911634675237849e+02,2.100734219093938293e+02,2.183471114283135819e+02
1.340000000000000000e+04,2.252944392890172480e+02,2.122590855371150269e+02,2.192073649939048039e+02
1.360000000000000000e+04,2.255304367965005383e+02,2.090722680893145196e+02,2.201179974154028685e+02
1.380000000000000000e+04,2.204512697892808433e+02,2.119709818930939491e+02,2.199862837866171503e+02
1.400000000000000000e+04,2.227025554367978373e+02,2.139904790524167879e+02,2.203290277647798234e+02
1.420000000000000000e+04,2.255467651275434662e+02,2.114600988458589654e+02,2.193168544368255084e+02
1.440000000000000000e+04,2.264613281958783659e+02,2.142560408668971377e+02,2.182691470410521219e+02
1.460000000000000000e+04,2.254311753109507208e+02,2.135693871456386432e+02,2.191985534744299855e+02
1.480000000000000000e+04,2.262194114997565748e+02,2.181742044705371484e+02,2.189741727331614527e+02
1.500000000000000000e+04,2.262716534140518263e+02,2.215639269307155246e+02,2.234584245817600845e+02
1.520000000000000000e+04,2.264314340774411960e+02,2.200698511603467011e+02,2.235059433486503906e+02
1.540000000000000000e+04,2.248451020873805248e+02,2.194311688863670327e+02,2.233413613162406648e+02
1.560000000000000000e+04,2.245255645777749578e+02,2.123852165993818915e+02,2.217607515353483336e+02
1.580000000000000000e+04,2.217735715871255593e+02,2.135835344488211263e+02,2.215562467091270094e+02
1.600000000000000000e+04,2.202332768126884730e+02,2.094172669864832983e+02,2.198809425926280028e+02
1.620000000000000000e+04,2.180586761294473206e+02,2.091723825448979426e+02,2.154116944398334681e+02
1.640000000000000000e+04,2.152078829719278588e+02,2.078868375667547355e+02,2.091794875429795297e+02
1.660000000000000000e+04,2.162207852364968232e+02,2.048931166571283882e+02,2.129932145166553710e+02
1.680000000000000000e+04,2.184895214131188084e+02,2.021920193637606928e+02,2.183070834462684786e+02
1.700000000000000000e+04,2.193239852869253923e+02,2.036430119892008008e+02,2.191774398290903036e+02
1.720000000000000000e+04,2.214379506140905960e+02,2.064263100259125849e+02,2.187130778351573781e+02
1.740000000000000000e+04,2.205609112675327879e+02,2.060057494929802431e+02,2.185921896123758472e+02
1.760000000000000000e+04,2.200127975559961726e+02,2.077466473555030859e+02,2.182775907578389081e+02
1.780000000000000000e+04,2.184307169393073309e+02,2.102958667028479454e+02,2.179133361745902278e+02
1.800000000000000000e+04,2.186781346342467884e+02,2.112568900232205635e+02,2.179272614782776429e+02
1.820000000000000000e+04,2.171227480573378728e+02,2.115231394619646608e+02,2.169370821672997351e+02
1.840000000000000000e+04,2.157438928277248635e+02,2.067551828296280689e+02,2.157436820052980408e+02
1.860000000000000000e+04,2.172991252987019095e+02,2.038164676371776238e+02,2.165816635096822438e+02
1.880000000000000000e+04,2.142263658621185698e+02,1.903200492988030987e+02,2.139170588464153866e+02
1.900000000000000000e+04,2.116508246345315172e+02,1.949775182351921217e+02,2.089380336926637938e+02
1.920000000000000000e+04,2.098942309937605160e+02,1.898433888067592363e+02,2.046101736363041823e+02
1.940000000000000000e+04,2.114554801883813013e+02,1.928923597448901148e+02,2.108995053236300237e+02
1.960000000000000000e+04,2.094505440252450796e+02,1.914972797760596279e+02,2.072818477180133243e+02
1.980000000000000000e+04,2.101604390322026177e+02,1.902441849576683524e+02,2.085864363667131443e+02
2.000000000000000000e+04,2.088946767235750031e+02,1.880342539426761732e+02,2.056214727733355687e+02
2.020000000000000000e+04,2.064818589689364785e+02,1.818545694450730821e+02,1.997910315771435705e+02
