func_calls,mean_distances,grad_c_distances,pc_c_distances
2.000000000000000000e+02,2.064219758766759014e+02,1.931028501938302213e+02,nan
4.000000000000000000e+02,2.057848317675747012e+02,1.931282580072802659e+02,nan
6.000000000000000000e+02,2.053604963932134808e+02,1.938452432621406842e+02,nan
8.000000000000000000e+02,2.039895451390106302e+02,1.928786702529417596e+02,nan
1.000000000000000000e+03,2.020870462354263282e+02,1.922338058570204566e+02,nan
1.200000000000000000e+03,1.993218548162784316e+02,1.911509263009454571e+02,nan
1.400000000000000000e+03,1.965393820330339167e+02,1.911508299545803879e+02,nan
1.600000000000000000e+03,1.917199968084689488e+02,1.887024205385229152e+02,nan
1.800000000000000000e+03,1.900614181747040448e+02,1.864248753770071687e+02,nan
2.000000000000000000e+03,1.894240141321416502e+02,1.866062674321513555e+02,1.888617612953813705e+02
2.200000000000000000e+03,1.902775164395171998e+02,1.883576464111752955e+02,1.884317649186514814e+02
2.400000000000000000e+03,1.796428394157618982e+02,1.782684422869789103e+02,1.796224515660821908e+02
2.600000000000000000e+03,1.840514125991962260e+02,1.818544250453539064e+02,1.827845285433427591e+02
2.800000000000000000e+03,1.804599916620781528e+02,1.779332378528274887e+02,1.799566631547666020e+02
3.000000000000000000e+03,1.823711781641109724e+02,1.801733072275683583e+02,1.809975138318514780e+02
3.200000000000000000e+03,1.824983024772602676e+02,1.807472162047917550e+02,1.811119276223343491e+02
3.400000000000000000e+03,1.796503559016231009e+02,1.759207445494856188e+02,1.792046524031593435e+02
3.600000000000000000e+03,1.749344006264244342e+02,1.727347382715583421e+02,1.748481020674473712e+02
3.800000000000000000e+03,1.695916709719981270e+02,1.680570322547270621e+02,1.695028376993893744e+02
4.000000000000000000e+03,1.712136101174071712e+02,1.694033483097034889e+02,1.712120062853596494e+02
4.200000000000000000e+03,1.766671374221795077e+02,1.729554056304089613e+02,1.752503737762359890e+02
4.400000000000000000e+03,1.760253690209731872e+02,1.740005713950438349e+02,1.748231828942956838e+02
4.600000000000000000e+03,1.736669864255942741e+02,1.689164761727647033e+02,1.731473352339852454e+02
4.800000000000000000e+03,1.724674469711952440e+02,1.704138568899234940e+02,1.717350904020975122e+02
5.000000000000000000e+03,1.826266177850589258e+02,1.782460613580248889e+02,1.747319914520685415e+02
5.200000000000000000e+03,1.876596278313314770e+02,1.838177777753159603e+02,1.758346826144310739e+02
5.400000000000000000e+03,1.939317996285792560e+02,1.902402714231562868e+02,1.751952683478815516e+02
