func_calls,mean_distances,grad_c_distances,pc_c_distances
400,306.28621111853295,271.69084319312094,
800,305.53620112845834,271.6269821898632,
1200,304.45162341935327,271.4002336378763,
1600,302.7601144879908,271.0213447276611,
2000,300.0610882341029,270.41904841574114,
2400,295.7812310988091,269.3451571016222,
2800,288.8414219530296,267.22779060881703,
3200,280.25361413537235,264.7773835420626,
3600,273.97445509651504,263.46416730996896,
4000,270.46687332076056,261.91676726245134,
4400,270.9891603063216,262.9883337177372,267.75153456614
4800,272.6465497655429,265.78441027037456,267.1232286229466
5200,276.96931340894827,269.96070259502324,267.44649828722436
5600,280.4228982321373,273.6905881806357,266.83581101798313
6000,284.3582497911259,277.4791112133802,266.72969073070203
6400,287.38022660206957,280.4288920907319,266.4430019272535
6800,290.62146715853055,284.27498375407794,266.3276117954533
7200,295.9817681159038,289.5578659974586,266.15700962489126
7600,299.5352212294523,293.1396630643493,266.0307924702918
8000,302.3337470191022,296.3058780846466,266.0015556229399
8400,304.76529382172527,298.3685449474725,265.83301699698666
8800,309.9107978221306,303.27488114064926,265.89618451938134
9200,312.00055218518736,305.41410943999045,266.02784038812
9600,313.8713448564724,307.18927966783286,266.200236389793
10000,316.29772804342696,309.99043694399893,266.9206232502036
10400,317.0921395497591,310.79259633395765,267.7221524698097
10800,315.41667052311755,309.5884969085898,268.5098698751519
11200,316.82886891634354,310.8518560668264,268.6794580370735
11600,321.4126152913161,315.09723840401756,268.42643925293874
12000,323.5217403696276,316.9127080029073,268.8107377978189
12400,325.60454258881026,319.43006702745595,269.26801773291885
12800,325.91477460972027,319.4660845079886,270.320302603932
13200,329.40383032555457,322.4232976841649,270.58699854476913
13600,331.8799290911095,325.45137859295477,271.43938437367314
14000,332.0561911339489,325.2120165141343,272.6931872831618
14400,332.67695536234584,326.2949771131458,273.8957711140336
14800,334.8483828742303,328.45218650323454,274.68486786451126
15200,333.806847285479,327.327165985316,277.36571636440334
15600,334.3522579259414,327.84880335376306,278.78338477194643
16000,335.87713513357977,329.2900843675997,278.95913290171086
16400,336.5701488681835,329.830354084473,280.22519175157316
16800,335.95830343135026,329.4481690888002,282.35720521873316
17200,334.37092131955546,327.97114255851176,284.62661853551555
17600,335.31880824016815,328.70850931304057,286.2557412048893
18000,336.34789750818493,329.94810957666385,286.7503114371963
18400,337.5580448656543,330.19951695173773,287.5754302898099
18800,337.1483590325977,330.1394799115631,289.37452445539503
19200,337.6798873797471,330.8593805262062,290.6404851874315
19600,338.1655695437915,331.6628522688298,292.18377052146656
