func_calls,mean_distances,grad_c_distances,pc_c_distances
4.000000000000000000e+02,3.063946746131309169e+02,2.722561475676981786e+02,nan
8.000000000000000000e+02,3.055992171510739013e+02,2.718070637296827385e+02,nan
1.200000000000000000e+03,3.044448400690872631e+02,2.714936228237214664e+02,nan
1.600000000000000000e+03,3.029356120520803302e+02,2.717031624298686552e+02,nan
2.000000000000000000e+03,2.999165169472428261e+02,2.705711793455179759e+02,nan
2.400000000000000000e+03,2.941638196882940406e+02,2.683734491267919680e+02,nan
2.800000000000000000e+03,2.873637375265170704e+02,2.669011692625520595e+02,nan
3.200000000000000000e+03,2.776682128729718784e+02,2.627326576407516541e+02,nan
3.600000000000000000e+03,2.705220734767061117e+02,2.599391616914853671e+02,nan
4.000000000000000000e+03,2.726280296155394467e+02,2.625094977470062076e+02,nan
4.400000000000000000e+03,2.693674481565111591e+02,2.586023764595821035e+02,2.691460575980321437e+02
4.800000000000000000e+03,2.629903232359362164e+02,2.530177139108416213e+02,2.628693088010198835e+02
5.200000000000000000e+03,2.716459727441933296e+02,2.607583623440962128e+02,2.678092815442345795e+02
5.600000000000000000e+03,2.659717074559449657e+02,2.586552609576717714e+02,2.628474923900255931e+02
6.000000000000000000e+03,2.670847715395939872e+02,2.577070521781122920e+02,2.633575574918678512e+02
6.400000000000000000e+03,2.760002294291998624e+02,2.695652777760777212e+02,2.657410011918280475e+02
6.800000000000000000e+03,2.809392956130237735e+02,2.727213116923984444e+02,2.670547975868724961e+02
7.200000000000000000e+03,2.924628605656133686e+02,2.846522576169751346e+02,2.673492083907833035e+02
7.600000000000000000e+03,2.989918988863147433e+02,2.905938554544574686e+02,2.678685474283687995e+02
8.000000000000000000e+03,3.053055837653001845e+02,2.984446188627201195e+02,2.681383088663462786e+02
8.400000000000000000e+03,3.057585396093559780e+02,2.985992280299144568e+02,2.675424706289114738e+02
8.800000000000000000e+03,3.060453567417846443e+02,3.003755572807988869e+02,2.675264151166436477e+02
9.200000000000000000e+03,3.073844569754726308e+02,3.011468073665189991e+02,2.671701298634018826e+02
9.600000000000000000e+03,3.156109407523172194e+02,3.084236426149624322e+02,2.655703734987916960e+02
1.000000000000000000e+04,3.129923335832472731e+02,3.075898434289642864e+02,2.680571738181541832e+02
1.040000000000000000e+04,3.107918283355101607e+02,3.049541612043378223e+02,2.690230026009220978e+02
1.080000000000000000e+04,3.085473994777484563e+02,3.006958272395029894e+02,2.706335867843650362e+02
