func_calls,mean_distances,grad_c_distances,pc_c_distances
4.000000000000000000e+01,1.013289200347664547e+02,8.947570844229274201e+01,nan
8.000000000000000000e+01,1.003341114783836332e+02,9.007385556775543023e+01,nan
1.200000000000000000e+02,9.903837973410752227e+01,9.011603368300136196e+01,nan
1.600000000000000000e+02,9.797855990946951010e+01,9.243926754551117142e+01,nan
2.000000000000000000e+02,9.518438818921633526e+01,9.160742811588606571e+01,nan
2.400000000000000000e+02,9.620041756675827571e+01,9.614661919655266331e+01,nan
2.800000000000000000e+02,9.780104794178325278e+01,9.575986033118128660e+01,nan
3.200000000000000000e+02,9.770569171955119714e+01,9.456832199602706623e+01,9.692631506658543117e+01
3.600000000000000000e+02,9.621078982168586435e+01,9.524806700808726134e+01,9.428739165639746034e+01
4.000000000000000000e+02,8.333437023352142603e+01,8.160142349204359391e+01,6.841466363953810514e+01
4.400000000000000000e+02,1.048343208687784909e+02,9.394550345466697649e+01,7.274837738871198667e+01
4.800000000000000000e+02,8.750075874638970674e+01,8.634149310518670006e+01,8.691638116318152640e+01
5.200000000000000000e+02,8.473452043506969744e+01,6.954460174161593500e+01,8.419289517921338017e+01
5.600000000000000000e+02,8.419446559685572140e+01,8.247370748213951686e+01,8.077286441274135598e+01
6.000000000000000000e+02,7.471554038457475144e+01,7.363300202906548009e+01,6.365239668703501508e+01
6.400000000000000000e+02,7.343220565300927660e+01,7.078638259444566927e+01,5.915500113562181639e+01
6.800000000000000000e+02,7.259919599592184625e+01,7.259433329331376683e+01,6.830517986949980980e+01
7.200000000000000000e+02,6.731533023263136783e+01,6.624232190661236075e+01,5.944772349615848839e+01
7.600000000000000000e+02,6.520034297561386438e+01,6.206022809186957545e+01,5.861074848366843781e+01
8.000000000000000000e+02,6.014511746027238814e+01,5.523236312507261658e+01,5.897134933273103030e+01
8.400000000000000000e+02,6.000378456071484123e+01,5.783506026300582192e+01,5.992380650818477505e+01
8.800000000000000000e+02,6.770554646123675013e+01,6.554005555078659029e+01,6.705409354282137713e+01
9.200000000000000000e+02,7.137097864743059006e+01,6.845870454126371385e+01,6.999500318855253056e+01
9.600000000000000000e+02,7.416945848445452327e+01,7.246476049872887870e+01,7.035174297715924752e+01
1.000000000000000000e+03,6.981740989396574548e+01,6.786364521837099062e+01,6.925151949577470134e+01
1.040000000000000000e+03,6.962485577269190173e+01,6.845722160939686773e+01,6.872931339021651809e+01
1.080000000000000000e+03,6.530443722529652462e+01,6.383520649558087001e+01,6.491825897419661828e+01
