func_calls,mean_distances,grad_c_distances,pc_c_distances
8.000000000000000000e+02,4.292341441431908606e+02,3.975710543332975249e+02,nan
1.600000000000000000e+03,4.286053801496296387e+02,3.972476866453008597e+02,nan
2.400000000000000000e+03,4.276537813748748249e+02,3.966341145200939309e+02,nan
3.200000000000000000e+03,4.260520253553880821e+02,3.958090593776719857e+02,nan
4.000000000000000000e+03,4.235294728828418442e+02,3.947101443328791675e+02,nan
4.800000000000000000e+03,4.202417484078581538e+02,3.940154051254131673e+02,nan
5.600000000000000000e+03,4.153253702975289912e+02,3.921527330214520930e+02,nan
6.400000000000000000e+03,4.043318381870815870e+02,3.842289508202381967e+02,nan
7.200000000000000000e+03,3.989485230198669115e+02,3.803198986438206362e+02,nan
8.000000000000000000e+03,3.917484771846384888e+02,3.731757518805633254e+02,nan
8.800000000000000000e+03,3.938211169753884064e+02,3.755116927881397828e+02,3.917245660007465631e+02
9.600000000000000000e+03,3.951009084096540391e+02,3.774325155164053740e+02,3.914744122047700330e+02
1.040000000000000000e+04,3.975547718720270041e+02,3.828038043708934310e+02,3.911835991695804751e+02
1.120000000000000000e+04,4.049950549815151248e+02,3.902619493518330387e+02,3.916041241753194981e+02
1.200000000000000000e+04,4.066408212031273024e+02,3.933830015508666520e+02,3.917029607749363436e+02
1.280000000000000000e+04,4.048690589412105965e+02,3.920864071722386370e+02,3.910936018645152785e+02
1.360000000000000000e+04,4.058345768519148464e+02,3.957572168090554214e+02,3.903689795456963907e+02
1.440000000000000000e+04,4.017378616485482326e+02,3.928197320594568964e+02,3.886847548832117809e+02
1.520000000000000000e+04,4.054947568557087152e+02,3.942049863349085967e+02,3.886136064677182844e+02
1.600000000000000000e+04,4.038038636416242753e+02,3.924915762373020698e+02,3.875263522292433436e+02
1.680000000000000000e+04,4.107423951339217183e+02,3.992284186529388421e+02,3.885075788722988364e+02
1.760000000000000000e+04,4.121108583006922004e+02,4.019625554595533004e+02,3.885388451025525001e+02
1.840000000000000000e+04,4.097430100881833255e+02,4.016049722525345942e+02,3.879764092397536501e+02
1.920000000000000000e+04,4.054964812447689155e+02,3.963019897565185943e+02,3.871404759991280002e+02
2.000000000000000000e+04,4.029022650949725062e+02,3.941669518635578129e+02,3.862407650198936153e+02
2.080000000000000000e+04,4.021303819831337023e+02,3.936105106118600929e+02,3.855384520343033614e+02
2.160000000000000000e+04,4.074228225483036567e+02,4.019669381362501213e+02,3.857495603293788236e+02
2.240000000000000000e+04,4.112637121720640039e+02,4.053383866126716839e+02,3.861220199419100823e+02
2.320000000000000000e+04,4.102950660596970920e+02,4.035740336786245734e+02,3.857945426397018878e+02
2.400000000000000000e+04,4.065283025263071295e+02,3.964389010728305038e+02,3.848787958126608260e+02
2.480000000000000000e+04,4.136245011252850077e+02,4.022781126119737110e+02,3.851126640139897859e+02
2.560000000000000000e+04,4.151912049288691833e+02,4.063973871977390786e+02,3.848322307915838110e+02
2.640000000000000000e+04,4.179263094506067091e+02,4.082489166584333020e+02,3.846416056747029302e+02
2.720000000000000000e+04,4.189206450088917677e+02,4.085128001408674550e+02,3.846903177514712979e+02
2.800000000000000000e+04,4.175280538981886593e+02,4.086737751863181529e+02,3.853700972389368644e+02
2.880000000000000000e+04,4.184048534943973436e+02,4.099483765599950402e+02,3.854848964179357722e+02
2.960000000000000000e+04,4.184448045088100230e+02,4.097325206125270256e+02,3.859583401892966776e+02
3.040000000000000000e+04,4.197088858074638438e+02,4.124500550413150677e+02,3.865531650501762897e+02
3.120000000000000000e+04,4.194879651417494983e+02,4.110542559202464759e+02,3.861955807339826379e+02
