# evals, best
2.200000000000000000e+01,9.973235464552074671e+06
4.400000000000000000e+01,9.333741902062471956e+06
5.500000000000000000e+01,8.936477426052749157e+06
7.700000000000000000e+01,8.884055584183786064e+06
9.900000000000000000e+01,8.874294233220288530e+06
1.210000000000000000e+02,8.798442076993927360e+06
1.540000000000000000e+02,5.941873667591994628e+06
1.760000000000000000e+02,4.612304117404166609e+06
1.980000000000000000e+02,4.047232511445858516e+06
2.090000000000000000e+02,2.988413263535456266e+06
2.200000000000000000e+02,1.739557395908262348e+06
2.310000000000000000e+02,1.400446642678896314e+05
2.420000000000000000e+02,6.379498196254425046e-01
2.530000000000000000e+02,2.824434509087034306e-01
2.640000000000000000e+02,3.971491919606319650e-03
2.750000000000000000e+02,7.243495145102613812e-05
2.860000000000000000e+02,3.586815639048143171e-08
2.970000000000000000e+02,1.000005846776917615e-10
3.080000000000000000e+02,7.059924363258428258e-11
