# evals, best
6.030000000000000000e+02,4.668729649968595803e+07
1.005000000000000000e+03,2.901419947789137438e+07
1.407000000000000000e+03,2.316841144419558719e+07
1.809000000000000000e+03,2.086497768589261174e+07
2.010000000000000000e+03,2.034102607935658470e+07
2.211000000000000000e+03,1.965926764401849732e+07
2.412000000000000000e+03,1.935822451598323509e+07
2.613000000000000000e+03,1.905938796464734152e+07
2.814000000000000000e+03,1.895005114698178321e+07
3.015000000000000000e+03,1.879987208151511848e+07
3.216000000000000000e+03,1.865211656157555059e+07
3.417000000000000000e+03,1.854898227791573107e+07
3.618000000000000000e+03,1.848904972848473862e+07
3.819000000000000000e+03,1.843359064990120754e+07
4.020000000000000000e+03,1.837437814528240636e+07
4.221000000000000000e+03,1.834735790223220736e+07
4.422000000000000000e+03,1.831188060017830878e+07
4.623000000000000000e+03,1.829470050113806874e+07
4.824000000000000000e+03,1.827571308527985215e+07
5.025000000000000000e+03,1.825397333594960719e+07
5.226000000000000000e+03,1.823641116337561607e+07
5.427000000000000000e+03,1.821796805810802802e+07
5.628000000000000000e+03,1.821164023310717940e+07
5.829000000000000000e+03,1.820163260773651674e+07
6.030000000000000000e+03,1.819078859541114420e+07
6.231000000000000000e+03,1.818121829747659713e+07
6.432000000000000000e+03,1.816987843895046413e+07
6.633000000000000000e+03,1.815919643069864810e+07
6.834000000000000000e+03,1.814805584718354791e+07
7.035000000000000000e+03,1.813827012743831798e+07
7.236000000000000000e+03,1.812871971987621859e+07
7.437000000000000000e+03,1.811829812462853268e+07
7.638000000000000000e+03,1.811116595782320946e+07
7.839000000000000000e+03,1.810418990911190584e+07
8.040000000000000000e+03,1.809998254421032220e+07
8.241000000000000000e+03,1.809482156821994483e+07
8.442000000000000000e+03,1.809059911448796839e+07
8.643000000000000000e+03,1.808564591403673217e+07
8.844000000000000000e+03,1.807977839719602466e+07
9.045000000000000000e+03,1.807178534224440157e+07
9.246000000000000000e+03,1.806864227084819973e+07
9.447000000000000000e+03,1.806364855369263142e+07
9.648000000000000000e+03,1.805769930520747229e+07
