# evals, best
4.000000000000000000e+01,1.525029344122109003e+06
8.000000000000000000e+01,1.207424453635354992e+06
1.200000000000000000e+02,3.209945512769269990e+05
1.600000000000000000e+02,3.008544588591019856e+05
2.000000000000000000e+02,3.008544588591019856e+05
2.400000000000000000e+02,3.008544588591019856e+05
2.800000000000000000e+02,2.679842191435742425e+05
3.200000000000000000e+02,1.345807679127788870e+05
3.600000000000000000e+02,1.115983789013666683e+05
4.000000000000000000e+02,5.321757265432489658e+04
4.400000000000000000e+02,5.321757265432489658e+04
4.800000000000000000e+02,5.321757265432489658e+04
5.200000000000000000e+02,4.391338250952310045e+04
5.600000000000000000e+02,4.391338250952310045e+04
6.000000000000000000e+02,4.391338250952310045e+04
6.400000000000000000e+02,3.739875357810580317e+04
6.800000000000000000e+02,2.243709983830740384e+04
7.200000000000000000e+02,2.243709983830740384e+04
7.600000000000000000e+02,2.243709983830740384e+04
8.000000000000000000e+02,2.243709983830740384e+04
8.400000000000000000e+02,1.367083360431888650e+04
8.800000000000000000e+02,1.367083360431888650e+04
9.200000000000000000e+02,1.367083360431888650e+04
9.600000000000000000e+02,7.637819323526948210e+03
1.000000000000000000e+03,7.637819323526948210e+03
1.040000000000000000e+03,7.413046967596530521e+03
1.080000000000000000e+03,5.236173076298023261e+03
1.120000000000000000e+03,5.236173076298023261e+03
1.160000000000000000e+03,2.620321706657378854e+03
1.200000000000000000e+03,2.620321706657378854e+03
1.240000000000000000e+03,2.620321706657378854e+03
1.280000000000000000e+03,1.627268463875316684e+03
1.320000000000000000e+03,1.627268463875316684e+03
1.360000000000000000e+03,1.627268463875316684e+03
1.400000000000000000e+03,1.627268463875316684e+03
1.440000000000000000e+03,1.627268463875316684e+03
1.480000000000000000e+03,1.509223707342545595e+03
1.520000000000000000e+03,1.509223707342545595e+03
1.560000000000000000e+03,1.509223707342545595e+03
1.600000000000000000e+03,9.693075494506558698e+02
1.640000000000000000e+03,9.693075494506558698e+02
1.680000000000000000e+03,8.755457380974186208e+02
1.720000000000000000e+03,8.755457380974186208e+02
1.760000000000000000e+03,6.422692011746943308e+02
1.800000000000000000e+03,6.395992972403570320e+02
1.840000000000000000e+03,3.875185130091678047e+02
1.880000000000000000e+03,2.295001623743343089e+02
1.920000000000000000e+03,2.295001623743343089e+02
1.960000000000000000e+03,2.295001623743343089e+02
2.000000000000000000e+03,2.295001623743343089e+02
2.040000000000000000e+03,2.295001623743343089e+02
2.080000000000000000e+03,2.295001623743343089e+02
2.120000000000000000e+03,2.295001623743343089e+02
2.160000000000000000e+03,1.130422109030344728e+02
2.200000000000000000e+03,1.130422109030344728e+02
2.240000000000000000e+03,1.130422109030344728e+02
2.280000000000000000e+03,1.130422109030344728e+02
2.320000000000000000e+03,1.130422109030344728e+02
2.360000000000000000e+03,1.130422109030344728e+02
2.400000000000000000e+03,1.130422109030344728e+02
2.440000000000000000e+03,1.026200631032180723e+02
2.480000000000000000e+03,8.343175179233398353e+01
2.520000000000000000e+03,8.343175179233398353e+01
2.560000000000000000e+03,8.271820589812794822e+01
2.600000000000000000e+03,6.479781881669040899e+01
2.640000000000000000e+03,6.479781881669040899e+01
2.680000000000000000e+03,6.479781881669040899e+01
2.720000000000000000e+03,5.512781324971486185e+01
2.760000000000000000e+03,5.512781324971486185e+01
2.800000000000000000e+03,5.511577021299365953e+01
2.840000000000000000e+03,4.096237803888633522e+01
2.880000000000000000e+03,3.473095740405770471e+01
2.920000000000000000e+03,3.473095740405770471e+01
2.960000000000000000e+03,3.473095740405770471e+01
3.000000000000000000e+03,2.619036228384414144e+01
3.040000000000000000e+03,2.619036228384414144e+01
3.080000000000000000e+03,2.619036228384414144e+01
3.120000000000000000e+03,1.576346984226348624e+01
3.160000000000000000e+03,1.576346984226348624e+01
3.200000000000000000e+03,1.576346984226348624e+01
3.240000000000000000e+03,1.576346984226348624e+01
3.280000000000000000e+03,1.576346984226348624e+01
3.320000000000000000e+03,1.417280281416239696e+01
3.360000000000000000e+03,1.246375943301512024e+01
3.400000000000000000e+03,1.246375943301512024e+01
3.440000000000000000e+03,1.167593642284253441e+01
3.480000000000000000e+03,6.379352448057878711e+00
3.520000000000000000e+03,6.093366267327912311e+00
3.560000000000000000e+03,4.438994966649715934e+00
3.600000000000000000e+03,2.456785061556981731e+00
3.640000000000000000e+03,2.456785061556981731e+00
3.680000000000000000e+03,2.456785061556981731e+00
3.720000000000000000e+03,2.456785061556981731e+00
3.760000000000000000e+03,1.961621754713394727e+00
3.800000000000000000e+03,1.961621754713394727e+00
3.840000000000000000e+03,1.961621754713394727e+00
3.880000000000000000e+03,1.927232695601029722e+00
3.920000000000000000e+03,1.353198452833587639e+00
3.960000000000000000e+03,9.555438798322544169e-01
4.000000000000000000e+03,6.185983344643232185e-01
4.040000000000000000e+03,3.347834527310818986e-01
4.080000000000000000e+03,2.111096987892427113e-01
4.120000000000000000e+03,1.519112753790805292e-01
4.160000000000000000e+03,1.519112753790805292e-01
4.200000000000000000e+03,7.020532610956746467e-02
4.240000000000000000e+03,7.020532610956746467e-02
4.280000000000000000e+03,5.634361482430623458e-02
4.320000000000000000e+03,2.407520388115599527e-02
4.360000000000000000e+03,2.269935385580005432e-02
4.400000000000000000e+03,1.876571984273993007e-02
4.440000000000000000e+03,1.350732929531850250e-02
4.480000000000000000e+03,5.475416222612089663e-03
4.520000000000000000e+03,5.475416222612089663e-03
4.560000000000000000e+03,4.072627557368797488e-03
4.600000000000000000e+03,4.072627557368797488e-03
4.640000000000000000e+03,2.545310538390055909e-03
4.680000000000000000e+03,1.636221134974688747e-03
4.720000000000000000e+03,1.636221134974688747e-03
4.760000000000000000e+03,1.541807358172760838e-03
4.800000000000000000e+03,9.269020227277750216e-04
4.840000000000000000e+03,4.383341928905432408e-04
4.880000000000000000e+03,4.383341928905432408e-04
4.920000000000000000e+03,3.022224117192814918e-04
4.960000000000000000e+03,1.960417244674222124e-04
5.000000000000000000e+03,1.549024271704871629e-04
5.040000000000000000e+03,1.549024271704871629e-04
