# evals, best
2.020000000000000000e+02,6.525023774836765230e+07
3.030000000000000000e+02,6.234383462320837379e+07
4.040000000000000000e+02,5.928372440399023145e+07
6.060000000000000000e+02,5.772559317587590218e+07
8.080000000000000000e+02,5.698915759971618652e+07
9.090000000000000000e+02,5.629467636959851533e+07
1.111000000000000000e+03,5.600423117755718529e+07
1.212000000000000000e+03,5.581312923567520827e+07
1.313000000000000000e+03,5.566481397755233198e+07
1.414000000000000000e+03,5.552317552724029869e+07
1.515000000000000000e+03,5.549351306272585690e+07
1.616000000000000000e+03,5.544763809328132868e+07
1.717000000000000000e+03,5.538775117294225097e+07
1.818000000000000000e+03,5.537883679280096292e+07
1.919000000000000000e+03,5.536295308324174583e+07
2.020000000000000000e+03,5.533926474650825560e+07
2.121000000000000000e+03,5.531849623027737439e+07
2.222000000000000000e+03,5.529829746098674834e+07
2.323000000000000000e+03,5.527796310378287733e+07
2.424000000000000000e+03,5.526083042589738965e+07
2.525000000000000000e+03,5.524468549692320079e+07
2.626000000000000000e+03,5.523079072189295292e+07
2.727000000000000000e+03,5.521613110927949101e+07
2.828000000000000000e+03,5.520480880414231867e+07
2.929000000000000000e+03,5.519221673525775224e+07
3.030000000000000000e+03,5.517645576121532917e+07
3.131000000000000000e+03,5.516197219042231143e+07
3.232000000000000000e+03,5.514338043719708920e+07
3.333000000000000000e+03,5.511694645853152126e+07
3.434000000000000000e+03,5.508534707519400865e+07
3.535000000000000000e+03,5.505718620085024089e+07
3.636000000000000000e+03,5.501744713704711944e+07
3.737000000000000000e+03,5.496192764855079353e+07
3.838000000000000000e+03,5.487281109368894994e+07
3.939000000000000000e+03,5.475228541689618677e+07
4.040000000000000000e+03,5.456730276546026766e+07
4.141000000000000000e+03,5.427828062415555865e+07
4.242000000000000000e+03,5.385100214409430325e+07
4.343000000000000000e+03,5.315217308314426988e+07
4.444000000000000000e+03,5.197589347098640352e+07
4.545000000000000000e+03,5.036198773003229499e+07
4.646000000000000000e+03,4.815928748908334225e+07
4.747000000000000000e+03,4.539338381343849748e+07
4.848000000000000000e+03,4.150862627302963287e+07
4.949000000000000000e+03,3.635120925960265100e+07
5.050000000000000000e+03,2.955281386183759198e+07
5.151000000000000000e+03,2.359000884196218476e+07
5.252000000000000000e+03,1.992466455047193915e+07
5.353000000000000000e+03,1.720197391395337507e+07
5.454000000000000000e+03,1.385637769113095477e+07
5.555000000000000000e+03,1.215577270454074070e+07
5.656000000000000000e+03,1.068088219923265278e+07
5.757000000000000000e+03,9.518904289106635377e+06
5.858000000000000000e+03,8.172535664771646261e+06
5.959000000000000000e+03,7.938156270246911794e+06
6.060000000000000000e+03,7.587331223421972245e+06
6.161000000000000000e+03,7.216066705320364796e+06
6.262000000000000000e+03,6.969480191129139625e+06
6.363000000000000000e+03,6.797015363564497791e+06
6.464000000000000000e+03,6.668427858102085069e+06
6.565000000000000000e+03,6.533668670735284686e+06
6.666000000000000000e+03,6.430761877879329026e+06
6.767000000000000000e+03,6.266791720721890219e+06
6.868000000000000000e+03,6.046929899805014953e+06
6.969000000000000000e+03,5.823537263324570842e+06
7.070000000000000000e+03,5.483934948396648280e+06
7.171000000000000000e+03,4.986319697097613476e+06
7.272000000000000000e+03,4.246999988849926740e+06
7.373000000000000000e+03,3.478528980673278682e+06
7.474000000000000000e+03,2.411594397702025250e+06
7.575000000000000000e+03,2.207317654024182819e+06
7.676000000000000000e+03,1.855251945011798991e+06
7.777000000000000000e+03,1.567023154905718053e+06
7.878000000000000000e+03,1.391737463232835988e+06
7.979000000000000000e+03,1.317018736801587977e+06
8.080000000000000000e+03,1.211048384782823268e+06
8.181000000000000000e+03,1.080748330091417767e+06
8.282000000000000000e+03,9.339745458592709620e+05
8.383000000000000000e+03,7.365443058029863751e+05
8.484000000000000000e+03,4.932610039951677900e+05
8.585000000000000000e+03,3.213457603497004602e+05
8.686000000000000000e+03,1.304626209346291434e+05
8.888000000000000000e+03,8.179634804839504068e+04
8.989000000000000000e+03,6.776185075168978074e+04
9.090000000000000000e+03,5.158088850983005250e+04
9.191000000000000000e+03,4.245752848710468243e+04
9.292000000000000000e+03,3.059501861914701658e+04
9.393000000000000000e+03,1.566225890609063208e+04
9.595000000000000000e+03,8.000162240637535433e+03
9.696000000000000000e+03,5.068094486444420909e+03
9.797000000000000000e+03,4.292570584882294497e+03
9.898000000000000000e+03,3.097979068669343178e+03
9.999000000000000000e+03,1.479298590694859968e+03
1.010000000000000000e+04,6.911010059118428899e+02
1.030200000000000000e+04,3.696730129433234424e+02
1.050400000000000000e+04,2.030161207596897270e+02
1.060500000000000000e+04,9.942844126596506271e+01
1.070600000000000000e+04,3.671747562427166400e+01
1.090800000000000000e+04,1.468179583934979959e+01
1.111000000000000000e+04,5.225138043452005832e+00
1.131200000000000000e+04,8.480497613326668516e-01
1.151400000000000000e+04,1.053494512973963404e-01
1.171600000000000000e+04,4.536004862518510337e-03
1.191800000000000000e+04,7.690026798713572040e-04
1.212000000000000000e+04,1.368353193794732807e-04
1.222100000000000000e+04,4.868595734108218038e-05
1.232200000000000000e+04,3.094411351546396559e-06
1.242300000000000000e+04,1.980826131267238237e-06
1.252400000000000000e+04,4.117029916386652356e-07
1.262500000000000000e+04,3.293881293902160641e-07
1.272600000000000000e+04,1.847033516786677706e-07
1.282700000000000000e+04,8.640660191647491117e-09
1.292800000000000000e+04,4.537558061172184861e-10
1.302900000000000000e+04,4.272004306767533574e-10
