func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,6.907837164825797238e+00,3.655958373788728011e+00
6.500000000000000000e+01,7.964091319579115869e+00,7.436475772326824440e+00
6.200000000000000000e+01,6.303829169473384120e+00,2.661285261067377839e+00
5.800000000000000000e+01,6.319733808654261153e+00,2.771745833987984131e+00
5.600000000000000000e+01,6.689755893695541467e+00,1.920282608648512301e+00
5.300000000000000000e+01,6.735225840780613815e+00,4.605821301823780911e-01
5.100000000000000000e+01,5.562790950608009766e+00,1.025763707481168518e+00
4.900000000000000000e+01,3.340211049339294913e+00,1.751440304563961492e+00
4.900000000000000000e+01,9.614467659759428075e-01,1.001258189127551601e+00
4.800000000000000000e+01,3.715545011367860084e-01,4.246414804990911729e-01
4.600000000000000000e+01,7.914265767144323949e-01,3.936170518768509347e-02
4.500000000000000000e+01,1.621177783872118638e+00,3.015113628744466034e-02
4.200000000000000000e+01,3.215353421722281002e+00,1.924033474093935457e-03
4.100000000000000000e+01,7.301750602621615904e+00,4.075296173732398863e-04
4.200000000000000000e+01,1.282110538943390843e+01,1.035604454998200629e-04
4.300000000000000000e+01,2.405953029504271967e+01,2.098932145169055117e-05
4.300000000000000000e+01,5.369484019353586746e+01,1.342831043476353517e-05
4.300000000000000000e+01,1.029361886808547268e+02,1.619684109693978737e-06
4.300000000000000000e+01,2.372826192417073514e+02,2.995551779521584626e-07
3.400000000000000000e+01,5.683234622395775659e+02,1.583150901662911567e-07
