func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,6.986547527677554825e+00,3.970856512229080426e+00
6.600000000000000000e+01,5.157085959453080903e+00,2.711559621835367473e+00
6.200000000000000000e+01,5.044412758531477081e+00,7.657059744270745538e-01
5.800000000000000000e+01,4.724167083790698385e+00,4.120133988122704483e-01
5.400000000000000000e+01,3.265362080818692725e+00,2.606685424438965004e+00
5.500000000000000000e+01,1.001841560013382759e+00,4.504103315468925284e-01
5.200000000000000000e+01,6.740175874737720507e-01,4.400581414642741884e-01
5.100000000000000000e+01,2.173064850731985798e-01,2.197499550505744581e-01
4.900000000000000000e+01,2.223701057547294579e-01,6.805000314858253296e-02
4.700000000000000000e+01,4.728525834269415862e-01,6.897003697944402434e-03
4.600000000000000000e+01,8.414122084429633830e-01,1.330090583822044880e-03
4.500000000000000000e+01,1.864993089873373977e+00,5.554248851490654806e-04
4.200000000000000000e+01,3.409694406114162302e+00,3.310409407122336437e-04
4.200000000000000000e+01,8.297876848922379978e+00,4.471688423368107746e-05
4.300000000000000000e+01,1.387220718205807124e+01,1.671599283127993895e-05
4.300000000000000000e+01,2.969559135962908414e+01,2.854969616981204750e-06
4.300000000000000000e+01,6.776423983711399046e+01,6.141226065508162343e-07
4.300000000000000000e+01,1.210081827574783091e+02,1.497855772827156852e-07
4.300000000000000000e+01,2.622052435644437196e+02,1.385868916031604361e-08
