func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,1.124217222161289520e+01,4.983959526351518399e+00
6.100000000000000000e+01,1.069774103541909405e+01,3.151497332214836966e+00
6.000000000000000000e+01,9.440585657885742776e+00,2.110232595826705193e+00
5.900000000000000000e+01,7.761809314993995734e+00,8.708790508465893865e+00
5.700000000000000000e+01,6.518133907732905463e+00,3.571738302923625152e+00
5.400000000000000000e+01,5.450877900422398170e+00,1.474426933779895421e+00
5.100000000000000000e+01,3.796405395929624671e+00,1.201997955088106584e+00
5.000000000000000000e+01,8.752611637411564782e-01,1.209924943508154715e+00
4.900000000000000000e+01,2.750384609554871185e-01,1.270365105729396871e-01
4.700000000000000000e+01,4.921236542617314913e-01,9.259366415358171246e-03
4.600000000000000000e+01,1.036278810244185999e+00,1.244832195700103401e-02
4.400000000000000000e+01,2.222730787116325324e+00,5.900666923540294527e-04
4.200000000000000000e+01,3.764138802536795669e+00,2.956809960415681142e-04
4.200000000000000000e+01,9.518937398240604253e+00,1.930550985248430699e-04
4.300000000000000000e+01,2.319838433705753644e+01,1.561691559254851922e-05
4.300000000000000000e+01,3.475809588436904818e+01,1.829160507594305409e-06
4.300000000000000000e+01,8.630884222622286472e+01,1.200436766019753804e-06
4.300000000000000000e+01,1.746026518039985262e+02,3.490985239944717487e-07
4.300000000000000000e+01,4.350441743479823913e+02,5.639498148430661242e-08
