func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,5.980698379600290160e+00,4.875452041891564114e+00
6.500000000000000000e+01,7.385510308265559765e+00,2.245759424967205931e+00
6.100000000000000000e+01,7.319731341868241259e+00,1.026248393886506349e+00
5.800000000000000000e+01,7.514908716489256513e+00,7.179134835279594729e-01
5.400000000000000000e+01,7.620090728235368260e+00,2.075397727169839612e+00
5.500000000000000000e+01,8.363664981968781831e+00,3.373511136362014717e+00
4.900000000000000000e+01,6.767136290773128060e+00,1.048780569675837215e+00
5.000000000000000000e+01,3.443525701562127672e+00,1.734883700279412411e+00
5.000000000000000000e+01,6.813147823526900515e-01,1.679498805687064111e+00
4.800000000000000000e+01,3.514971519330784555e-01,2.272501130102934919e-01
4.700000000000000000e+01,7.387163727983104833e-01,6.402984065562011828e-02
4.500000000000000000e+01,1.425407152660064014e+00,5.647961479274510657e-03
4.200000000000000000e+01,3.815439902283719764e+00,3.940087359523079813e-03
3.800000000000000000e+01,5.553530247736778058e+00,8.984444810819556095e-04
4.200000000000000000e+01,1.202400822794576563e+01,6.702815592757495203e-05
4.300000000000000000e+01,2.172743853875847009e+01,3.926010479178769459e-05
4.300000000000000000e+01,5.675200306743793277e+01,9.931515092858320316e-06
4.300000000000000000e+01,1.036043604664504301e+02,1.465880956201024815e-06
4.300000000000000000e+01,2.581802853845596246e+02,2.044980581097351643e-07
4.300000000000000000e+01,4.519052866854193553e+02,3.283594711216115480e-08
4.200000000000000000e+01,1.123865713983452224e+03,7.360685083830810467e-09
