func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,1.031403725796311655e+01,1.275188393803926701e+01
6.500000000000000000e+01,1.095464977394662398e+01,6.035771906866465919e+00
6.200000000000000000e+01,8.654494118652113599e+00,3.652999699944089240e+00
5.900000000000000000e+01,5.574896172158710250e+00,6.486762288390900189e+00
5.700000000000000000e+01,3.429629068270381165e+00,1.463907553035475484e+00
5.400000000000000000e+01,2.548343698838211324e+00,8.922345549238693829e-01
5.200000000000000000e+01,2.890397389602964995e-01,2.608225650141241747e+00
5.100000000000000000e+01,2.106359722683743829e-01,1.432956351126219163e-01
4.900000000000000000e+01,3.026927620091247606e-01,6.968367151215405786e-02
4.700000000000000000e+01,4.975151361632472735e-01,8.751440808176502717e-02
4.600000000000000000e+01,7.759873579606363370e-01,7.039280472400286093e-02
4.400000000000000000e+01,2.057969548748959543e+00,4.783349840107592975e-03
4.200000000000000000e+01,4.209279043207095228e+00,5.524569028467619762e-04
4.100000000000000000e+01,6.957641840862627269e+00,8.019167629754694090e-05
4.300000000000000000e+01,1.540242888841692270e+01,4.447063837075152317e-05
4.300000000000000000e+01,3.141903025791116377e+01,1.485586727943462185e-05
4.300000000000000000e+01,6.417519181240275827e+01,1.401054469160133194e-06
4.300000000000000000e+01,1.094799511220053461e+02,1.984268844217654547e-07
4.300000000000000000e+01,3.026600610030253051e+02,1.374924024004978772e-07
4.300000000000000000e+01,4.928610866252041660e+02,1.392696814702508150e-08
