func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,8.274010742478846936e+00,7.833047976687152136e+00
6.400000000000000000e+01,9.559701211541749899e+00,2.310797749924113464e+00
5.900000000000000000e+01,8.981258190045481982e+00,1.355388897412204585e+00
5.900000000000000000e+01,4.513404822755243018e+00,5.483785135579513081e+00
5.700000000000000000e+01,4.142018396022611348e+00,1.456277365389800904e+00
5.400000000000000000e+01,3.600478633625074032e+00,9.273980125761495108e-01
5.200000000000000000e+01,3.302045374111785225e+00,1.292688921080858311e+00
5.000000000000000000e+01,2.861605039809103079e+00,6.790527442723234275e-01
4.900000000000000000e+01,8.975863889423061348e-01,2.331297910550250041e+00
4.800000000000000000e+01,4.330580336693720667e-01,3.724426256034820693e-01
4.700000000000000000e+01,7.425849064874955330e-01,1.990346534747836765e-02
4.500000000000000000e+01,1.922460637834493724e+00,1.435562218209190423e-02
4.200000000000000000e+01,3.673546318624175022e+00,1.566867934547967658e-03
4.200000000000000000e+01,9.172901647283856263e+00,3.781698115930038251e-04
4.300000000000000000e+01,1.375568166311829543e+01,5.530205728248450129e-05
4.300000000000000000e+01,3.940076130723246450e+01,3.096822687870522068e-05
4.300000000000000000e+01,6.235924218943220154e+01,2.035461123117902686e-06
4.300000000000000000e+01,1.396156782170355939e+02,2.926444616883770997e-07
4.300000000000000000e+01,3.313711084500716879e+02,3.369378361412918553e-07
3.800000000000000000e+01,6.077518346781616856e+02,1.263694721452843118e-07
4.200000000000000000e+01,1.428429534580031032e+03,3.266825613395486650e-08
