func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,1.044565788178827326e+01,3.589362869379151277e+00
6.400000000000000000e+01,9.536981120502096232e+00,5.044902155448253822e+00
6.200000000000000000e+01,9.807206451369800959e+00,1.336697176825069056e+00
5.700000000000000000e+01,5.415882134690567007e+00,5.475799007900849169e+00
5.700000000000000000e+01,4.018358244720801054e+00,1.810867359628565598e+00
5.500000000000000000e+01,3.617747342509628705e+00,7.698461983223939820e-01
5.100000000000000000e+01,3.458774914524169741e+00,3.422766602049792106e-01
5.100000000000000000e+01,2.156076143343848450e+00,8.144856133584235103e-01
5.000000000000000000e+01,4.760433544816815576e-01,1.823384986235771166e+00
4.800000000000000000e+01,3.948223470277955061e-01,2.815957606978302871e-02
4.600000000000000000e+01,8.077719152097166955e-01,3.432614112351849156e-02
4.500000000000000000e+01,1.666637743296727869e+00,9.500944600033993728e-03
4.200000000000000000e+01,4.030355661766358288e+00,1.975290732629430418e-03
3.600000000000000000e+01,5.232431866601820580e+00,6.612351530280562986e-04
4.200000000000000000e+01,1.277436135773828418e+01,7.546157503240568580e-05
4.300000000000000000e+01,2.259976960333413132e+01,2.034239065597779104e-05
4.300000000000000000e+01,4.185667859186145279e+01,6.507660006825134971e-06
4.300000000000000000e+01,1.125747070481194214e+02,4.763977105925350249e-07
4.300000000000000000e+01,2.136729196515704530e+02,8.710713917218720179e-08
4.300000000000000000e+01,4.738762634469443356e+02,2.742500610639107140e-08
