func_calls,golden_step_size,regular_step_size
7.000000000000000000e+01,7.510831363846274478e+00,3.100676599428071611e+00
6.500000000000000000e+01,4.639351314874986976e+00,3.492675930414787189e+00
6.000000000000000000e+01,4.207077263587853722e+00,2.206900014446621316e+00
5.800000000000000000e+01,2.688286409357008022e+00,1.341586642026379339e+00
5.500000000000000000e+01,2.380853696454121149e+00,1.558140226318117660e+00
5.400000000000000000e+01,1.527028577884192773e+00,2.094492659902610132e+00
5.200000000000000000e+01,9.948349780742925530e-01,5.541575722523489622e-01
4.900000000000000000e+01,9.792131597406845689e-01,3.132079589827997945e-01
4.800000000000000000e+01,6.890232563498752683e-01,1.964325308719894192e-01
4.800000000000000000e+01,4.576828052196465491e-01,6.425122782536278089e-03
4.700000000000000000e+01,6.352969426070014247e-01,2.377594669956167861e-02
4.500000000000000000e+01,1.270095242964328630e+00,7.125157123031018551e-03
4.200000000000000000e+01,3.604360715565575468e+00,2.280009311402166473e-04
4.100000000000000000e+01,7.708150631397713504e+00,1.148159898382064673e-04
4.300000000000000000e+01,1.538005762902175633e+01,3.406297391369620385e-05
4.300000000000000000e+01,3.566079028547249408e+01,1.268346127437265522e-05
4.300000000000000000e+01,7.160999993154860022e+01,1.013081794375575374e-06
4.300000000000000000e+01,1.505196903355427196e+02,9.920388660838803464e-08
4.300000000000000000e+01,2.493509025923720799e+02,6.486550223145385722e-08
