func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,8.778114114471323504e+00,3.826590574909101150e+00
6.400000000000000000e+01,9.064677653663199663e+00,3.600544709778778607e+00
6.200000000000000000e+01,8.925455086164754803e+00,1.686081206696766310e+00
5.800000000000000000e+01,8.604588682819914069e+00,2.465980675882757822e+00
5.700000000000000000e+01,7.992667446500583139e+00,1.260477615958126352e+00
5.400000000000000000e+01,6.076134320740695927e+00,6.624173375107443862e-01
5.200000000000000000e+01,2.507014619707999881e+00,1.280398362756230757e+00
5.100000000000000000e+01,9.126296197033060276e-01,9.756621940094469814e-01
4.800000000000000000e+01,5.671263725279728218e-01,1.482591366128467036e-01
4.700000000000000000e+01,5.019932641179146726e-01,3.467309065395476897e-02
4.600000000000000000e+01,9.792350604916626455e-01,2.058717590527879213e-02
4.400000000000000000e+01,2.141206785937046497e+00,1.638284267442488996e-03
4.200000000000000000e+01,4.079117603459821773e+00,3.059693488162652710e-04
4.200000000000000000e+01,9.610302230296902337e+00,1.017687793371789030e-05
4.300000000000000000e+01,1.962579675123799561e+01,6.636493732399541665e-06
4.300000000000000000e+01,3.150614092856781312e+01,1.530292047911029715e-06
4.300000000000000000e+01,8.499652537293482624e+01,4.538890353819668507e-07
4.300000000000000000e+01,1.813292949188045498e+02,8.911034145438885392e-08
4.300000000000000000e+01,4.114609654460872434e+02,2.472610971766902398e-08
