func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,1.263322356423122628e+01,6.929883055501989908e+00
6.500000000000000000e+01,1.416172023454555173e+01,6.551290898444018573e+00
6.200000000000000000e+01,1.897170205396877307e+01,7.684611161701663917e+00
5.800000000000000000e+01,1.401405088514057873e+01,3.770246573465944273e+00
5.500000000000000000e+01,8.535216457247033262e+00,4.553760856064218210e+00
5.500000000000000000e+01,5.117633419937663852e+00,1.711608839394243020e+00
5.200000000000000000e+01,4.791261039685022816e+00,4.136925267966548025e-01
4.800000000000000000e+01,3.379678901679533443e+00,1.682776710026706812e+00
4.900000000000000000e+01,5.627973379577650981e-01,1.894053555203255301e-01
4.800000000000000000e+01,3.149685504860586516e-01,4.735826983810017543e-01
4.700000000000000000e+01,5.143928454254945715e-01,5.633607690122545419e-02
4.500000000000000000e+01,1.273438978453829806e+00,2.045681950551811457e-02
4.400000000000000000e+01,2.525794371928070436e+00,6.662407728194436572e-04
3.900000000000000000e+01,5.776857927194903652e+00,6.249447928219661712e-04
4.200000000000000000e+01,1.321410356289193189e+01,1.005240853181104885e-04
4.300000000000000000e+01,2.589302538694240852e+01,7.539572070660551168e-05
4.300000000000000000e+01,5.409503591615570173e+01,1.952914953371034717e-05
4.300000000000000000e+01,1.173790996278777641e+02,2.838877553978971707e-06
4.300000000000000000e+01,2.223481667330488847e+02,4.850755863571201838e-07
4.300000000000000000e+01,4.037874469207487209e+02,1.845436095229345297e-07
4.100000000000000000e+01,9.030777281275918540e+02,5.335793173774814917e-08
