func_calls,golden_step_size,regular_step_size
7.000000000000000000e+01,8.303974622041270237e+00,5.512382907677678467e+00
6.500000000000000000e+01,8.353634701987592948e+00,1.759532458112517794e+00
6.200000000000000000e+01,8.373775796390445336e+00,3.345200619693654343e+00
5.800000000000000000e+01,9.428906164083690200e+00,1.674191611310912320e+00
5.500000000000000000e+01,8.555220222742919489e+00,7.485279337658680143e-01
5.400000000000000000e+01,5.742923998052448020e+00,2.321550038931070592e+00
5.300000000000000000e+01,3.341208884858254180e+00,2.341722067632251214e+00
5.100000000000000000e+01,1.954053043238468845e+00,1.164923936818117012e+00
4.900000000000000000e+01,8.414069488123430141e-01,6.327948476756760643e-01
4.800000000000000000e+01,4.357210282060036688e-01,1.894555247773687667e-01
4.600000000000000000e+01,7.661381066729392453e-01,3.092677831713343956e-02
4.500000000000000000e+01,1.629795958919850296e+00,6.133590244277870029e-03
4.200000000000000000e+01,3.475187825316865986e+00,1.244371818400278077e-03
4.000000000000000000e+01,6.416810014820612196e+00,5.564454326537896693e-04
4.300000000000000000e+01,1.330702281530039421e+01,1.169044816748540053e-04
4.300000000000000000e+01,3.402705085317462874e+01,2.015350146004134965e-05
4.300000000000000000e+01,4.945792858190080210e+01,1.145954983268360436e-05
4.300000000000000000e+01,1.171404891686341756e+02,8.871128893192656753e-07
4.300000000000000000e+01,2.558271293664498103e+02,4.759855241526260513e-07
4.300000000000000000e+01,5.216527352906473425e+02,7.183094625591651855e-08
