func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,5.304449688035355770e+00,2.327950702901829150e+00
6.600000000000000000e+01,5.543052523923037711e+00,1.762413374160942015e+00
6.000000000000000000e+01,6.821132355790485491e+00,6.953539571826758525e+00
5.800000000000000000e+01,7.324960162942867115e+00,1.017814118350139241e+00
5.700000000000000000e+01,6.547797737815126418e+00,6.824656835679250300e-01
5.300000000000000000e+01,5.985096791990676124e+00,6.159307009524642718e-01
5.300000000000000000e+01,3.913934650728521092e+00,1.463999171237620356e+00
5.100000000000000000e+01,6.185206563235874366e-01,1.788540270913753893e+00
5.000000000000000000e+01,1.651918704784255676e-01,3.118874683010121607e-01
4.800000000000000000e+01,4.107388420998940859e-01,3.056836986900699285e-02
4.700000000000000000e+01,7.504952348701130482e-01,1.731664068675284329e-02
4.500000000000000000e+01,1.572372688537794883e+00,7.180001348252781739e-03
4.200000000000000000e+01,3.471956286418098614e+00,4.789899447266016130e-04
4.200000000000000000e+01,9.192227425832570020e+00,1.406905068257308892e-04
4.300000000000000000e+01,1.530075294354492854e+01,2.456451642336170255e-05
4.300000000000000000e+01,3.593652572853726213e+01,5.698265189681770859e-06
4.300000000000000000e+01,6.770163495392287700e+01,1.088262579209759362e-06
4.300000000000000000e+01,1.406203557232938692e+02,8.341959272580400516e-07
4.300000000000000000e+01,2.643327070148392295e+02,1.037686307157570833e-07
4.300000000000000000e+01,5.398572501921455569e+02,7.531959263489544261e-08
