func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,1.001139922820135020e+01,4.519169663670329129e+00
6.500000000000000000e+01,7.857775916626309254e+00,4.716375356738474522e+00
6.100000000000000000e+01,6.974629963329737947e+00,8.108494072564728095e-01
5.800000000000000000e+01,4.025646663439053974e+00,5.101889166876601323e+00
5.700000000000000000e+01,3.422634890249297790e+00,9.930508409746590104e-01
5.400000000000000000e+01,3.404598902131923399e+00,7.528688880763688696e-01
5.100000000000000000e+01,2.562311066412843008e+00,5.560948323717145314e-01
5.100000000000000000e+01,6.685159020542001951e-01,1.353412439365350384e+00
4.900000000000000000e+01,2.769638045884112443e-01,4.474541356211522714e-01
4.800000000000000000e+01,3.287676409016901391e-01,1.602790916226634610e-01
4.700000000000000000e+01,6.726231633433112922e-01,1.116160355501035970e-02
4.500000000000000000e+01,1.650534645664639033e+00,6.693379384757916451e-04
4.200000000000000000e+01,4.385790529123409165e+00,4.339471539079903131e-04
4.100000000000000000e+01,8.190673483613592154e+00,3.122699994289269347e-04
4.300000000000000000e+01,1.438931115159669716e+01,9.744026160914881550e-05
4.300000000000000000e+01,3.530764656470233120e+01,6.900639331009137049e-06
4.300000000000000000e+01,7.319372212509782116e+01,1.970629517303324251e-06
4.300000000000000000e+01,1.671935908975881375e+02,1.406974436075609817e-07
4.300000000000000000e+01,3.351340705575926222e+02,7.863622184211868492e-08
4.100000000000000000e+01,7.859004942656298454e+02,1.952192730840220555e-08
