func_calls,golden_step_size,regular_step_size
7.000000000000000000e+01,6.584081294000553974e+00,6.870396273150229050e+00
6.600000000000000000e+01,9.537128843615420237e+00,2.579971689210860841e+00
6.100000000000000000e+01,9.868432090933467293e+00,1.837118271806041925e+00
5.700000000000000000e+01,8.501681422546257139e+00,2.577972981033845201e+00
5.700000000000000000e+01,6.572989825938174491e+00,4.973281446567601183e-01
5.300000000000000000e+01,4.567242331798664345e+00,3.207286368859045833e+00
5.300000000000000000e+01,3.163929591749073289e+00,2.384552554957628523e+00
5.000000000000000000e+01,2.105814651479062771e+00,1.081656232615713087e+00
4.900000000000000000e+01,7.592552843789911465e-01,7.224706589945195656e-01
4.700000000000000000e+01,5.376515401396727567e-01,3.807199553536276537e-02
4.600000000000000000e+01,8.268247981254355228e-01,5.161708551400424547e-03
4.500000000000000000e+01,1.767062847352326882e+00,9.146185624178168605e-03
4.200000000000000000e+01,3.440422801690704802e+00,1.255157050009697356e-03
4.100000000000000000e+01,7.438379916347685139e+00,7.353525424527985977e-04
4.300000000000000000e+01,1.349987631386079556e+01,9.333530991471476789e-05
4.300000000000000000e+01,2.760493402847325939e+01,1.728561621533590044e-05
4.300000000000000000e+01,6.895876293957194036e+01,3.110059915844237368e-06
4.300000000000000000e+01,1.387052331928361752e+02,5.531676260708469347e-07
4.300000000000000000e+01,3.146114224652359894e+02,3.561072346515524095e-07
4.300000000000000000e+01,5.491201538237252180e+02,9.437233101612946863e-08
