func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,1.060734725711763993e+01,1.152280125124622145e+01
6.500000000000000000e+01,9.411442123424512474e+00,4.641205594318408956e+00
6.000000000000000000e+01,1.028404467201409211e+01,3.365073632497209477e+00
5.700000000000000000e+01,7.544841512401322170e+00,2.459537795319106657e+00
5.700000000000000000e+01,4.753442454942539364e+00,3.397789176718580162e+00
5.500000000000000000e+01,4.753829222234478458e+00,3.974871848754229386e+00
5.200000000000000000e+01,3.704107332961496191e+00,3.870314280094492854e-01
5.100000000000000000e+01,2.433635979640413005e+00,1.478397324486599107e+00
4.900000000000000000e+01,6.553391294095050057e-01,1.027716847592199612e+00
4.800000000000000000e+01,4.025266671527427675e-01,2.077703230373740828e-01
4.600000000000000000e+01,8.063273516459263934e-01,6.932419144346380069e-02
4.500000000000000000e+01,1.547404154614509642e+00,2.128369542290375546e-02
4.300000000000000000e+01,2.899624548887813180e+00,2.551856036404049396e-03
4.000000000000000000e+01,6.083339914143781613e+00,1.308005458571785467e-03
4.200000000000000000e+01,1.172989107463067704e+01,2.504430976000160012e-04
4.300000000000000000e+01,2.763384782242786386e+01,1.448158085144211459e-04
4.300000000000000000e+01,5.487382071973328124e+01,2.364074093492574531e-06
4.300000000000000000e+01,1.313287217256814472e+02,2.447801822802593926e-06
4.300000000000000000e+01,3.115244324900809261e+02,3.845250210151021282e-07
4.300000000000000000e+01,4.869558292630708820e+02,3.657353483010256667e-07
4.200000000000000000e+01,1.229182249560010860e+03,5.198274467661591446e-08
