func_calls,golden_step_size,regular_step_size
6.700000000000000000e+01,8.196876412093963893e+00,4.519486852116176401e+00
6.300000000000000000e+01,6.776072779544962899e+00,3.458649462778267125e+00
6.000000000000000000e+01,5.369798021659530463e+00,1.293889831546873648e+00
5.800000000000000000e+01,4.123953879044259807e+00,2.064429174185088645e+00
5.600000000000000000e+01,4.433412655242728206e+00,1.365824008169810977e+00
5.300000000000000000e+01,4.211051454050012133e+00,8.955181566931822434e-01
5.200000000000000000e+01,2.782614726626762014e+00,7.087214371996772844e-01
4.900000000000000000e+01,1.593532554615610497e+00,9.869362600952751308e-01
4.900000000000000000e+01,3.673895498488430333e-01,1.601351463389222574e-01
4.800000000000000000e+01,4.418145673561171272e-01,5.755648513794727611e-02
4.600000000000000000e+01,8.534395034849092676e-01,6.904251323071606931e-03
4.500000000000000000e+01,1.921485298317668455e+00,1.142809253666786200e-03
4.200000000000000000e+01,4.239930937827010027e+00,1.453789714667448737e-03
4.200000000000000000e+01,8.750651387587106811e+00,3.816845556197822524e-04
4.300000000000000000e+01,1.492854725075642364e+01,1.429994735289786330e-04
4.300000000000000000e+01,2.667892246722416871e+01,3.292805749581627502e-05
4.300000000000000000e+01,7.469499125039095588e+01,8.721079793455197300e-06
4.300000000000000000e+01,1.534329704738492524e+02,8.416187088375687438e-07
4.300000000000000000e+01,3.021065217211025242e+02,2.746144858926866589e-07
3.900000000000000000e+01,6.283217889666640303e+02,4.655685848246453283e-08
