func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,6.948900777542488250e+00,5.001367207462923403e+00
6.500000000000000000e+01,7.286510682017891760e+00,9.030272935563408154e-01
6.200000000000000000e+01,4.626966110432037205e+00,6.339484125196684694e+00
6.000000000000000000e+01,3.797211524849366526e+00,2.130749079945282176e+00
5.700000000000000000e+01,3.787347073520702434e+00,5.804136038606502179e-01
5.500000000000000000e+01,3.869518842597128749e+00,9.706577164169863381e-02
5.100000000000000000e+01,3.918366736125604266e+00,3.063780892349829976e-01
5.100000000000000000e+01,2.836702419410750409e+00,1.613125590066266657e+00
4.900000000000000000e+01,1.593158563247816240e+00,6.662426624054288427e-01
4.800000000000000000e+01,5.021743695900390270e-01,4.517863970388837358e-01
4.600000000000000000e+01,8.149251364743873571e-01,4.154116680472180745e-02
4.500000000000000000e+01,1.723378742515842443e+00,1.251473434903305378e-02
4.300000000000000000e+01,2.628614088351289180e+00,4.338959050912415648e-03
4.000000000000000000e+01,6.369879296373656352e+00,3.289438907899973189e-04
4.200000000000000000e+01,1.258264579474498213e+01,2.974253897502993961e-04
4.300000000000000000e+01,2.452179823720404883e+01,6.718918777367936020e-05
4.300000000000000000e+01,5.333380351481473269e+01,7.770177295733707629e-06
4.300000000000000000e+01,1.081007080836153307e+02,2.257887993772889165e-06
4.300000000000000000e+01,2.314907358552154619e+02,9.050797591524457884e-07
4.300000000000000000e+01,5.274105383744016535e+02,1.466829523119309226e-07
4.200000000000000000e+01,9.954276349416164749e+02,6.949448574896200275e-08
