func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,8.426993732578790031e+00,3.568887208713538595e+00
6.500000000000000000e+01,1.021168567170857955e+01,2.562582685210320843e+00
6.200000000000000000e+01,7.958868362005884656e+00,3.513576944526323853e+00
5.900000000000000000e+01,6.116369946167029781e+00,2.869519818234597341e+00
5.600000000000000000e+01,5.967193172750287822e+00,8.380950249027100396e-01
5.500000000000000000e+01,4.236255771276564275e+00,1.581056858546702193e+00
5.100000000000000000e+01,2.375338233198030391e+00,1.252329064957606430e+00
5.100000000000000000e+01,5.082456150695229269e-01,8.494764542065204038e-01
4.900000000000000000e+01,2.433463297031880079e-01,1.727723262885675348e-01
4.700000000000000000e+01,5.086574326609099028e-01,4.375039710352190275e-02
4.600000000000000000e+01,8.720407628719002435e-01,8.873839701387208415e-03
4.500000000000000000e+01,1.762433176136732227e+00,3.757756261493711892e-04
4.200000000000000000e+01,3.858287409367483267e+00,2.653384229707729351e-04
4.100000000000000000e+01,7.933708870795951107e+00,4.975860489635503122e-05
4.300000000000000000e+01,1.506396273901973260e+01,2.016887997866400706e-05
4.300000000000000000e+01,2.704931753853910692e+01,4.751790382523630710e-06
4.300000000000000000e+01,5.989527931365535807e+01,7.165244961892391945e-07
4.300000000000000000e+01,1.415415357473664528e+02,1.957626018679247892e-07
4.300000000000000000e+01,2.963906151326130498e+02,1.012154860514471263e-07
