func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,9.728048215251869024e+00,6.807830909374942507e+00
6.400000000000000000e+01,1.120755630552134896e+01,1.736425722142080463e+00
6.000000000000000000e+01,1.122399608295731888e+01,2.817656025049291912e+00
5.800000000000000000e+01,1.137372499719975671e+01,4.265953336975466526e-01
5.600000000000000000e+01,9.943585647579524789e+00,2.629374927316467936e+00
5.300000000000000000e+01,7.065364080029092442e+00,1.505261702994910467e+00
5.300000000000000000e+01,4.399996971875551388e+00,2.747496763597808478e+00
5.000000000000000000e+01,3.704155382440065480e+00,7.966662600490159729e-01
4.900000000000000000e+01,1.425448765138375817e+00,1.749993121482156688e+00
4.800000000000000000e+01,4.406373141386418224e-01,3.547987335034061829e-01
4.600000000000000000e+01,8.025219923169275571e-01,6.488735847421778224e-02
4.500000000000000000e+01,1.547248566707867257e+00,6.068262716474824396e-03
4.200000000000000000e+01,3.616333297434574767e+00,1.611130058298792123e-03
4.100000000000000000e+01,7.598949893160457769e+00,1.861461254968956882e-04
4.200000000000000000e+01,1.267983334090022929e+01,1.850122953989228214e-04
4.300000000000000000e+01,2.646522318998045264e+01,1.694719110539662948e-05
4.300000000000000000e+01,6.813609264919990949e+01,1.241127373093234216e-05
4.300000000000000000e+01,1.586528455785515916e+02,1.706182215297103196e-06
4.300000000000000000e+01,2.569415598107141250e+02,1.387737267452648527e-06
4.300000000000000000e+01,4.570393962526257496e+02,3.614758603792321043e-07
