func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,1.127273230087628342e+01,5.489736373983976847e+00
6.500000000000000000e+01,7.840255156926236424e+00,3.323343837101358389e+00
6.000000000000000000e+01,8.379231059686437888e+00,8.685068384061860325e-01
5.900000000000000000e+01,6.828710306304211386e+00,3.303108657003303250e+00
5.700000000000000000e+01,6.625442915395736598e+00,1.258514354270881874e+00
5.500000000000000000e+01,6.778166344125105880e+00,2.357624476894506049e+00
5.100000000000000000e+01,5.732466568723062927e+00,8.788651692570997875e-01
4.900000000000000000e+01,3.155209860425986612e+00,2.391565912373788017e+00
4.900000000000000000e+01,4.243602412565251614e-01,3.136883512838793964e-01
4.700000000000000000e+01,5.225778342918524499e-01,1.522569529875706373e-01
4.600000000000000000e+01,1.025956336769016763e+00,4.497439478844646871e-02
4.400000000000000000e+01,2.122140578634013952e+00,5.841843164193149737e-03
4.200000000000000000e+01,3.626881924143098512e+00,1.717143526249479074e-03
4.200000000000000000e+01,1.029896044348588013e+01,3.797978850907716931e-04
4.300000000000000000e+01,1.915452339158192174e+01,6.630586083567546918e-06
4.300000000000000000e+01,3.373688063121007019e+01,1.100072842552456630e-05
4.300000000000000000e+01,6.876797972513382717e+01,6.354135887257819170e-06
4.300000000000000000e+01,1.757764557207316898e+02,2.510777561867283157e-07
4.300000000000000000e+01,3.396351662995818401e+02,1.265610633148418895e-07
4.100000000000000000e+01,7.537458696295326490e+02,7.032470900125075594e-08
