func_calls,golden_step_size,regular_step_size
6.700000000000000000e+01,1.079949933353280933e+01,1.316290181283551597e+01
6.500000000000000000e+01,9.178494822165115252e+00,3.251518708290266346e+00
6.200000000000000000e+01,6.781907337749813358e+00,3.881359832980048719e+00
5.900000000000000000e+01,7.676683335133837716e+00,2.053484293330065213e+00
5.700000000000000000e+01,7.593554683042219366e+00,7.022745919910484691e-01
5.400000000000000000e+01,6.586766753580755029e+00,3.308260000965387970e+00
5.300000000000000000e+01,5.365725562892301070e+00,2.726913465227962075e+00
4.900000000000000000e+01,4.366102509484921512e+00,8.209737106156114184e-01
4.800000000000000000e+01,1.942381932169811920e+00,1.265706150896860338e+00
4.800000000000000000e+01,3.938550769924982764e-01,4.620339131498087393e-01
4.700000000000000000e+01,6.491656292606703405e-01,1.348044622206528986e-01
4.600000000000000000e+01,1.169147990983351537e+00,9.473126165853520270e-03
4.300000000000000000e+01,2.651601211779256229e+00,6.877101124249554269e-03
4.100000000000000000e+01,6.829395340996851971e+00,1.038316771519357364e-03
4.200000000000000000e+01,1.269211997593064822e+01,2.368992068664381264e-05
4.300000000000000000e+01,2.727671909851958532e+01,3.791340219894674224e-05
4.300000000000000000e+01,4.730647348765034366e+01,2.979685304840147249e-05
4.300000000000000000e+01,9.989554968501992960e+01,3.864093124070926334e-06
4.300000000000000000e+01,2.077168281788468960e+02,2.383555121365015376e-06
4.300000000000000000e+01,4.419915122395437947e+02,4.056613253741609057e-07
4.000000000000000000e+01,7.104109034703240013e+02,9.953559022188292128e-08
