func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,8.920601667630513987e+00,6.817611600266179295e+00
6.500000000000000000e+01,5.248613656460827670e+00,8.029830430107217865e+00
6.200000000000000000e+01,6.316876561226039577e+00,1.861987880180658639e+00
5.800000000000000000e+01,5.866101386136351792e+00,1.709926974457493865e+00
5.700000000000000000e+01,6.712136816533355699e+00,3.339300899816196377e+00
5.400000000000000000e+01,5.757677066464105486e+00,1.233206629569668422e+00
4.900000000000000000e+01,4.095400648606656091e+00,1.300890033922123212e+00
5.000000000000000000e+01,9.848737131623664931e-01,1.984557527825635104e+00
4.900000000000000000e+01,3.173050485704383972e-01,9.212964499924661266e-02
4.800000000000000000e+01,4.052215913328290897e-01,9.647133865010862341e-02
4.600000000000000000e+01,8.004265732295212654e-01,3.354753019069740827e-02
4.400000000000000000e+01,2.388327926315665373e+00,1.698276956134653088e-03
4.200000000000000000e+01,3.701265261070502799e+00,6.295548273142636967e-04
4.000000000000000000e+01,6.658827567274205883e+00,5.023658111140245301e-04
4.300000000000000000e+01,1.621166203247553028e+01,1.963075839279464175e-04
4.300000000000000000e+01,3.131707190118742190e+01,1.992850861536033151e-05
4.300000000000000000e+01,6.589297535160326902e+01,4.322147647913597271e-06
4.300000000000000000e+01,1.299848907700413463e+02,1.923644029286218404e-06
4.300000000000000000e+01,3.349228695455644242e+02,8.891842359666692394e-08
3.700000000000000000e+01,5.916472368009626734e+02,4.237664411221408632e-08
