func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,1.042145465580231978e+01,3.779076476581700650e+00
6.300000000000000000e+01,9.541143938495327603e+00,2.873179628368323968e+00
6.100000000000000000e+01,8.915224705993214371e+00,1.752088468972069935e+00
5.900000000000000000e+01,8.458082383532675053e+00,9.825327437559693289e-01
5.500000000000000000e+01,8.375652469853459792e+00,5.978084142465476258e-01
5.300000000000000000e+01,6.797261916827642025e+00,2.187960890776742495e+00
5.200000000000000000e+01,3.808030601286258143e+00,2.204402626893847916e+00
5.100000000000000000e+01,1.670195874352051080e+00,8.290567717424823790e-01
4.900000000000000000e+01,9.787478552730745074e-01,3.502206678609510182e-01
4.700000000000000000e+01,5.375152911316669613e-01,2.892596603000963662e-01
4.600000000000000000e+01,8.191654348971765254e-01,1.678112908506436407e-02
4.500000000000000000e+01,1.799707956382626817e+00,1.202827877880227603e-02
4.200000000000000000e+01,3.941208869327313291e+00,1.842499897636314717e-03
4.100000000000000000e+01,6.845952387416106788e+00,4.711531908988115494e-04
4.200000000000000000e+01,1.310892182262128358e+01,1.421606157414430295e-04
4.300000000000000000e+01,3.078546724617332586e+01,1.202559264035325264e-05
4.300000000000000000e+01,6.884713517089134882e+01,1.011398813310392851e-05
4.300000000000000000e+01,1.313058832807768397e+02,7.651413276204943864e-07
4.300000000000000000e+01,2.335666226444171514e+02,3.834359212727207046e-07
3.900000000000000000e+01,6.384658432350148587e+02,6.526552241362495197e-08
