func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,4.291930616198923687e+00,8.733214637373794886e+00
6.600000000000000000e+01,2.930265456018868342e+00,1.849566708344571042e+00
6.200000000000000000e+01,2.042537108625751774e+00,1.645470102257553968e+00
5.900000000000000000e+01,1.380028599658171817e+00,8.258740973777350947e-01
5.700000000000000000e+01,1.524872179373889969e+00,4.776594740569551356e-01
5.300000000000000000e+01,1.823718460235183692e+00,2.736974160019766122e-01
5.200000000000000000e+01,1.049509676075747411e+00,7.768793797004649448e-01
5.000000000000000000e+01,3.920097819536013106e-01,4.972826168959623705e-01
4.900000000000000000e+01,1.971126599154142678e-01,1.285116632073445182e-02
4.800000000000000000e+01,4.402472156229154665e-01,1.364126898686635406e-02
4.600000000000000000e+01,1.061403734728395110e+00,9.943411961228186546e-04
4.500000000000000000e+01,1.842904337880137744e+00,2.325978693791237544e-04
4.200000000000000000e+01,4.460020637143951916e+00,1.659837656000287130e-04
4.000000000000000000e+01,6.621869592000487970e+00,2.219151854220636748e-05
4.300000000000000000e+01,1.390615710565803909e+01,2.046565104113022809e-05
4.300000000000000000e+01,2.507505578178488292e+01,1.921286992136361255e-06
4.300000000000000000e+01,7.770281188843547682e+01,7.646930919611063580e-07
4.300000000000000000e+01,1.304855790067546764e+02,5.059119605748121334e-08
4.300000000000000000e+01,2.044743868211764664e+02,1.645388018512968264e-08
