func_calls,golden_step_size,regular_step_size
6.800000000000000000e+01,7.849232791801294518e+00,9.189204604114374675e+00
6.500000000000000000e+01,6.689284279259234189e+00,4.271673758980144342e+00
6.100000000000000000e+01,6.005680458465535665e+00,2.766449789504979329e+00
5.800000000000000000e+01,6.519336993146514381e+00,1.693558979261457598e+00
5.500000000000000000e+01,5.767184540202032750e+00,8.560074483012234392e-01
5.400000000000000000e+01,5.349456172074330773e+00,4.842893146082123956e-01
5.200000000000000000e+01,4.890136680163881699e+00,4.196245808301151126e-01
4.900000000000000000e+01,2.878576516060483925e+00,2.108754156078267439e+00
5.000000000000000000e+01,2.140654926057250496e-01,9.962459282731390697e-01
4.800000000000000000e+01,3.293909272252364406e-01,5.496580534157048670e-02
4.600000000000000000e+01,8.735350066977943806e-01,4.862632231202686922e-02
4.500000000000000000e+01,1.707198929969092838e+00,3.959290223350848091e-03
4.200000000000000000e+01,3.870814559921755382e+00,1.016582727962783185e-03
4.200000000000000000e+01,9.391068761909536988e+00,1.311254757576027225e-04
4.300000000000000000e+01,1.697193663048111034e+01,5.689518532883900949e-05
4.300000000000000000e+01,3.082317808025872807e+01,1.600290381058985995e-05
4.300000000000000000e+01,6.572939252185312853e+01,1.749267733364455912e-06
4.300000000000000000e+01,1.309357880405279673e+02,1.719674463134785424e-06
4.300000000000000000e+01,2.586500469089236844e+02,1.725346259989008649e-07
3.600000000000000000e+01,5.822918863940487881e+02,4.438663985677955661e-08
