func_calls,golden_step_size,regular_step_size
7.000000000000000000e+01,7.427393197256223267e+00,3.334522435116661576e+00
6.500000000000000000e+01,6.564090939081426157e+00,5.338307028181553449e+00
6.100000000000000000e+01,5.072961374001697443e+00,2.160122765093515529e+00
6.000000000000000000e+01,4.819426273905737190e+00,8.287525661017640655e-01
5.600000000000000000e+01,4.634339594707781451e+00,4.319937888497363265e-01
5.400000000000000000e+01,3.548125260050476015e+00,1.043922375868495234e+00
5.100000000000000000e+01,3.049181199827102784e+00,3.506303579812592441e-01
5.000000000000000000e+01,2.601482322492878918e+00,5.174189149388637166e-01
4.900000000000000000e+01,9.231444329532286774e-01,5.841374297764116985e-01
4.800000000000000000e+01,2.998433776505263215e-01,1.249571039901031799e-01
4.600000000000000000e+01,7.736648611756787863e-01,5.342884266152862077e-02
4.500000000000000000e+01,1.512236319079744540e+00,2.034694588679111099e-02
4.200000000000000000e+01,3.552037514378915350e+00,4.369322250890048456e-03
4.100000000000000000e+01,6.736901092360836785e+00,5.130494248638539645e-04
4.300000000000000000e+01,1.629979167170791143e+01,1.865801066954219127e-04
4.300000000000000000e+01,2.654781104086823262e+01,5.771414868135691609e-05
4.300000000000000000e+01,5.533656284581980600e+01,6.806165358753474837e-06
4.300000000000000000e+01,1.121814909763435963e+02,6.469182365503698431e-06
4.300000000000000000e+01,2.688297927554802413e+02,2.189303186422957286e-06
4.300000000000000000e+01,5.188083879470048032e+02,3.635146444278680147e-07
4.200000000000000000e+01,1.321644760461954093e+03,1.024917944826260816e-07
