func_calls,golden_step_size,regular_step_size
7.000000000000000000e+01,9.877855532377965986e+00,6.570568835889638137e+00
6.600000000000000000e+01,8.898332233623607479e+00,1.072502302709361288e+01
6.200000000000000000e+01,1.173230603115035109e+01,3.590057242505221069e+00
5.900000000000000000e+01,1.081333704536367257e+01,2.235402242201527834e+00
5.600000000000000000e+01,8.213826359690715506e+00,3.589462037481568224e+00
5.400000000000000000e+01,6.917898348020782961e+00,6.341983564608603130e-01
5.200000000000000000e+01,5.523329345386951417e+00,1.744863291515146075e+00
5.000000000000000000e+01,2.206711280271169695e+00,2.649850548170624709e+00
5.000000000000000000e+01,2.458373910849848687e-01,4.848705690317120509e-01
4.800000000000000000e+01,3.768739923840627726e-01,3.065687431328132512e-02
4.700000000000000000e+01,7.016153813877971102e-01,3.170929268974303356e-02
4.500000000000000000e+01,1.633446274881434013e+00,4.251088570967100078e-03
4.300000000000000000e+01,2.702747263549365009e+00,9.498214523753089776e-04
4.100000000000000000e+01,7.236386681452380287e+00,4.496464562278269447e-04
4.300000000000000000e+01,1.464734363262287076e+01,5.177311814186158956e-05
4.300000000000000000e+01,2.522272811342952892e+01,1.915714101728004345e-05
4.300000000000000000e+01,6.391781301008528970e+01,2.491345970359740263e-06
4.300000000000000000e+01,1.005767695585758332e+02,8.310750021928889131e-07
4.300000000000000000e+01,2.149012233474894913e+02,1.369363815032064799e-07
4.300000000000000000e+01,4.981183875560103615e+02,3.247425676685357513e-08
