func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,7.298161627184151179e+00,3.000219081831336787e+00
6.400000000000000000e+01,7.051474009916959496e+00,1.371515756539391173e+00
6.100000000000000000e+01,6.813985497758965337e+00,1.689029661670121696e+00
5.700000000000000000e+01,4.762463613437644128e+00,3.468943367705990877e+00
5.700000000000000000e+01,2.238657033691540121e+00,1.305622267168530692e+00
5.400000000000000000e+01,1.088595810477080539e+00,1.145441232706968293e+00
5.300000000000000000e+01,4.030794367663801392e-01,5.919625509193108259e-01
5.100000000000000000e+01,1.535439172380029249e-01,1.751007741880518387e-01
4.900000000000000000e+01,2.184562265324465902e-01,5.451212028287431843e-02
4.800000000000000000e+01,4.131170447167197834e-01,1.101683326315283477e-02
4.600000000000000000e+01,8.767819554451383723e-01,6.025437001608012141e-03
4.400000000000000000e+01,2.361209013549538049e+00,9.622091532173668565e-04
4.200000000000000000e+01,4.386328272401109452e+00,5.252673771044884482e-05
4.200000000000000000e+01,9.053400335717917358e+00,4.745057864662688570e-05
4.300000000000000000e+01,1.509652402232225477e+01,8.211361187927090883e-06
4.300000000000000000e+01,3.655842070067038918e+01,6.670636366858805350e-07
4.300000000000000000e+01,6.903104860332250325e+01,1.199906144068947838e-06
4.300000000000000000e+01,1.553526724387168372e+02,8.358935586421606832e-08
4.300000000000000000e+01,4.021590509783346761e+02,8.000578861309453775e-09
