func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,1.001623320806448980e+01,5.595719629038256038e+00
6.500000000000000000e+01,6.597233683044017916e+00,9.099755762266278580e+00
6.200000000000000000e+01,1.015291253721297160e+01,7.934748916753296299e+00
5.900000000000000000e+01,9.177731787541697273e+00,2.461683629237363391e+00
5.700000000000000000e+01,5.297275840188143903e+00,2.779387277650566812e+00
5.300000000000000000e+01,4.288717067299670838e+00,1.290086324794116779e+00
5.200000000000000000e+01,1.834370093364979137e+00,5.467444956967391079e-01
5.100000000000000000e+01,1.122008360020829709e+00,2.760904862692406536e-01
4.900000000000000000e+01,4.395348529748486777e-01,4.288062662166904349e-01
4.800000000000000000e+01,3.165875650310603362e-01,1.436987960497193018e-01
4.700000000000000000e+01,6.521365191836930864e-01,1.283814505494307832e-02
4.500000000000000000e+01,1.331467055318379389e+00,5.644021974141552080e-03
4.300000000000000000e+01,2.975031548621368316e+00,7.018725090485270499e-04
4.200000000000000000e+01,4.838279974996799737e+00,3.696016952781769923e-04
4.200000000000000000e+01,1.167917823844019587e+01,7.508179813259664281e-05
4.300000000000000000e+01,2.248593898384939394e+01,1.090714095577653329e-05
4.300000000000000000e+01,4.613259351095629057e+01,3.158115319616061117e-06
4.300000000000000000e+01,9.756571590446431230e+01,9.726018849399881087e-07
4.300000000000000000e+01,1.991087294472051781e+02,1.046931988705564817e-07
4.300000000000000000e+01,5.058594322420732396e+02,4.727321223069963119e-08
