func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,8.610655603614985054e+00,4.886263872785279183e+00
6.500000000000000000e+01,8.710537660549926287e+00,1.309713900652851093e+00
6.200000000000000000e+01,8.907221821044172927e+00,1.238570378729482835e+00
5.800000000000000000e+01,9.094883810669720958e+00,7.957781951571405443e-01
5.600000000000000000e+01,9.556606883940679253e+00,2.094417005734378723e+00
5.300000000000000000e+01,9.738314971090154870e+00,7.134058578123003702e-01
5.100000000000000000e+01,8.552665374736326598e+00,1.836365187056709258e+00
5.000000000000000000e+01,4.979226872029157036e+00,3.202316510617089218e+00
4.900000000000000000e+01,5.568591668358179314e-01,2.966067066813800057e+00
4.800000000000000000e+01,4.393286435316105520e-01,4.197387627538871624e-01
4.700000000000000000e+01,6.426787024585702834e-01,7.186755784889169683e-03
4.500000000000000000e+01,1.776705756960412330e+00,1.145197866680720475e-02
4.200000000000000000e+01,3.588240525273781678e+00,3.963742537716022016e-03
4.000000000000000000e+01,6.657946441309674945e+00,6.562944704727214111e-04
4.200000000000000000e+01,1.191425943919368358e+01,1.049356691614633118e-04
4.300000000000000000e+01,2.821001201912569201e+01,5.587220447465447617e-05
4.300000000000000000e+01,5.847776842724409363e+01,1.725016318260447922e-06
4.300000000000000000e+01,1.294997549715297396e+02,2.221843318929111142e-06
4.300000000000000000e+01,2.916303620917894932e+02,1.082841838703749460e-06
3.700000000000000000e+01,5.846990071758270915e+02,2.135251694462578049e-07
4.200000000000000000e+01,1.029077675060040292e+03,2.264777170900538668e-08
