func_calls,golden_step_size,regular_step_size
7.000000000000000000e+01,9.660762049662233508e+00,6.463143244247196328e+00
6.500000000000000000e+01,9.072674589078079777e+00,3.849868979147102799e+00
6.100000000000000000e+01,8.735716819547528544e+00,1.942956768681815882e+00
5.900000000000000000e+01,7.571895088763808346e+00,1.928646214888563470e+00
5.600000000000000000e+01,6.919350809696336313e+00,9.116730780720598837e-01
5.300000000000000000e+01,4.948798626815754886e+00,2.286867597903524452e+00
5.200000000000000000e+01,2.350542958830992291e+00,3.254273371500083112e+00
4.900000000000000000e+01,1.474067094994776284e+00,9.112760543071409813e-01
4.900000000000000000e+01,3.387670578238424213e-01,2.382590907435037098e-01
4.800000000000000000e+01,4.011265618669813127e-01,9.900688671593246837e-02
4.700000000000000000e+01,7.483914924672364632e-01,7.570783122424595835e-03
4.500000000000000000e+01,1.743628364694131960e+00,7.380346749222185245e-04
4.200000000000000000e+01,3.468098131800438022e+00,4.282779476486228958e-04
4.100000000000000000e+01,7.197965074749495429e+00,3.147535373182430403e-04
4.300000000000000000e+01,1.388459300704612787e+01,3.957082657220860312e-05
4.300000000000000000e+01,2.534550057128476652e+01,1.864213052536850960e-06
4.300000000000000000e+01,5.125171106513164432e+01,2.224562410102638863e-06
4.300000000000000000e+01,1.254305910468268763e+02,2.360961043326533489e-07
4.300000000000000000e+01,3.209670209653172606e+02,9.410003837007964761e-08
