func_calls,golden_step_size,regular_step_size
6.900000000000000000e+01,6.719781075197242437e+00,2.537425746137330851e+00
6.500000000000000000e+01,6.355686566699564111e+00,3.272975875034231041e+00
6.200000000000000000e+01,4.907680120201503016e+00,2.505057546969558402e+00
5.800000000000000000e+01,4.609677905047678159e+00,6.578917235948683606e-01
5.400000000000000000e+01,3.747889013658540325e+00,9.523310595677898505e-01
5.400000000000000000e+01,2.782256244741972750e+00,1.553558088577916108e+00
5.200000000000000000e+01,2.316273977386389404e+00,6.220080303366857244e-01
5.000000000000000000e+01,1.500532048411371111e+00,8.181750701738311760e-01
5.000000000000000000e+01,1.862063031258626711e-01,7.274096130322095233e-01
4.800000000000000000e+01,3.441806427680018654e-01,6.977493720131722199e-02
4.700000000000000000e+01,7.439863349701117956e-01,1.253996975368997305e-02
4.500000000000000000e+01,1.503950161514265194e+00,3.127107262401328160e-03
4.300000000000000000e+01,2.798192222598248513e+00,1.281700276558715582e-03
4.100000000000000000e+01,7.506755625171500412e+00,1.316899759515117909e-04
4.200000000000000000e+01,1.242244925986757842e+01,5.383430619432455418e-05
4.300000000000000000e+01,2.758871167266019597e+01,1.228054885458563177e-05
4.300000000000000000e+01,5.193139790313053794e+01,1.906928457175837586e-06
4.300000000000000000e+01,1.017503407321056415e+02,8.357373233855212969e-07
4.300000000000000000e+01,1.986048233902713491e+02,7.369699916304981673e-08
4.300000000000000000e+01,5.011904678825538326e+02,1.158461488577359081e-08
